geoAbb,seriesDate,dateLabel,item2,GovAgency,Business,CommNPO,BusNPO,GovAgencyStat,BusinessStat,CommNPOStat,BusNPOStat
CA,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0.153,0.08,0.092,0.095,C,A,A,B
NL,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0,0.065,0.107,0,A,A,B,A
PE,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0.158,0.079,0.14,0.055999999999999994,C,A,B,B
NS,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0.062,0.059000000000000004,0.06,0.153,B,A,A,D
NB,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0.009000000000000001,0.08900000000000001,0.057,0.003,A,A,B,A
QC,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,NA,0.086,0.10300000000000001,0.034,NA,A,B,A
ON,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0.175,0.079,0.062,0.018000000000000002,E,A,A,A
MB,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,NA,0.092,0.10300000000000001,0.22,NA,A,B,E
SK,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0,0.11900000000000001,0.1,0.024,A,A,B,A
AB,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0,0.071,0.07,NA,A,A,B,NA
BC,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0.013000000000000001,0.077,0.18600000000000003,NA,A,A,B,NA
YT,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0,0.128,0.07,NA,A,B,B,NA
NT,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0.07400000000000001,0.11699999999999999,0.20800000000000002,0,B,B,D,A
NU,2022.5,2022 Q3,Pénurie d'espace ou d'équipement,0.083,0.040999999999999995,0.21600000000000003,0.114,C,A,C,D
CA,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0.18899999999999997,0.16699999999999998,0.17800000000000002,0.163,D,A,A,B
NL,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0.032,0.135,0.098,0.122,A,A,B,D
PE,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0.09,0.09,0.201,0.006,C,A,C,A
NS,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0.069,0.13,0.139,0.095,B,A,B,C
NB,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,NA,0.147,0.055,0.032,NA,A,A,A
QC,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,NA,0.138,0.27,0.10300000000000001,NA,A,C,B
ON,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0.212,0.168,0.14,0.174,E,A,C,E
MB,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0,0.147,0.124,0.23600000000000002,A,A,B,E
SK,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0.126,0.177,0.14300000000000002,0.26899999999999996,D,A,B,E
AB,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0.003,0.17800000000000002,0.20600000000000002,0.547,A,A,C,E
BC,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0.042,0.20600000000000002,0.162,0.059000000000000004,B,A,C,B
YT,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0,0.099,0.044000000000000004,NA,A,B,A,NA
NT,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0.086,0.168,0.095,0.016,C,B,B,A
NU,2022.5,2022 Q3,Difficulté à attirer de nouveaux clients,0,0.086,0.040999999999999995,0,A,B,B,A
CA,2022.5,2022 Q3,Flux de trésorerie ou dette,0.111,0.193,0.18,0.062,C,A,A,A
NL,2022.5,2022 Q3,Flux de trésorerie ou dette,0.043,0.17800000000000002,0.21600000000000003,0.016,B,A,D,A
PE,2022.5,2022 Q3,Flux de trésorerie ou dette,0,0.231,0.10400000000000001,0,A,A,B,A
NS,2022.5,2022 Q3,Flux de trésorerie ou dette,0,0.172,0.113,0.047,A,A,B,B
NB,2022.5,2022 Q3,Flux de trésorerie ou dette,NA,0.145,0.083,0.021,NA,A,B,A
QC,2022.5,2022 Q3,Flux de trésorerie ou dette,NA,0.12300000000000001,0.161,0.037000000000000005,NA,A,B,A
ON,2022.5,2022 Q3,Flux de trésorerie ou dette,0.077,0.214,0.212,0.059000000000000004,D,A,C,B
MB,2022.5,2022 Q3,Flux de trésorerie ou dette,0.006999999999999999,0.182,0.06,0.025,A,A,A,A
SK,2022.5,2022 Q3,Flux de trésorerie ou dette,NA,0.249,0.132,0.083,NA,B,B,D
AB,2022.5,2022 Q3,Flux de trésorerie ou dette,0.006999999999999999,0.21600000000000003,0.245,0.17800000000000002,A,A,C,D
BC,2022.5,2022 Q3,Flux de trésorerie ou dette,0.003,0.21899999999999997,0.174,0.086,A,A,C,C
YT,2022.5,2022 Q3,Flux de trésorerie ou dette,0,0.111,0.022000000000000002,0,A,B,A,A
NT,2022.5,2022 Q3,Flux de trésorerie ou dette,0,0.172,0.264,0.039,A,B,E,B
NU,2022.5,2022 Q3,Flux de trésorerie ou dette,0,0.083,0.14800000000000002,0.114,A,A,C,D
CA,2022.5,2022 Q3,Fluctuations in demand,0.18100000000000002,0.18600000000000003,0.076,0.114,D,A,A,B
NL,2022.5,2022 Q3,Fluctuations in demand,0.016,0.175,0.212,0.14800000000000002,A,A,D,C
PE,2022.5,2022 Q3,Fluctuations in demand,0.054000000000000006,0.177,0.07200000000000001,0.028999999999999998,B,A,B,A
NS,2022.5,2022 Q3,Fluctuations in demand,0.047,0.155,0.10300000000000001,0.04,B,A,B,A
NB,2022.5,2022 Q3,Fluctuations in demand,0,0.14400000000000002,0.049,0.126,A,A,A,C
QC,2022.5,2022 Q3,Fluctuations in demand,NA,0.124,0.10400000000000001,0.151,NA,A,B,C
ON,2022.5,2022 Q3,Fluctuations in demand,NA,0.204,0.062,0.053,NA,A,A,A
MB,2022.5,2022 Q3,Fluctuations in demand,0,0.172,0.069,0.114,A,A,A,C
SK,2022.5,2022 Q3,Fluctuations in demand,0.126,0.18899999999999997,0.066,0.084,D,A,A,B
AB,2022.5,2022 Q3,Fluctuations in demand,NA,0.22899999999999998,0.046,0.11900000000000001,NA,A,A,B
BC,2022.5,2022 Q3,Fluctuations in demand,0.009000000000000001,0.198,0.081,0.198,A,A,B,E
YT,2022.5,2022 Q3,Fluctuations in demand,0,0.162,0.031,0.051,A,B,A,B
NT,2022.5,2022 Q3,Fluctuations in demand,0,0.204,0.03,0.16,A,B,B,D
NU,2022.5,2022 Q3,Fluctuations in demand,0,0.09,0.040999999999999995,0.406,A,B,B,E
CA,2022.5,2022 Q3,Acquisition d'intrants au pays,0.134,0.28,0.105,0.087,C,A,A,A
NL,2022.5,2022 Q3,Acquisition d'intrants au pays,0.084,0.27399999999999997,0.037000000000000005,0.018000000000000002,C,A,A,A
PE,2022.5,2022 Q3,Acquisition d'intrants au pays,0.24100000000000002,0.299,0.065,0.034,D,B,A,B
NS,2022.5,2022 Q3,Acquisition d'intrants au pays,0.11900000000000001,0.261,0.059000000000000004,0.081,C,A,A,B
NB,2022.5,2022 Q3,Acquisition d'intrants au pays,0.12,0.27699999999999997,0.10800000000000001,0.19,E,A,B,E
QC,2022.5,2022 Q3,Acquisition d'intrants au pays,NA,0.255,0.135,0.07400000000000001,NA,A,B,B
ON,2022.5,2022 Q3,Acquisition d'intrants au pays,0.141,0.273,0.105,0.087,D,A,B,B
MB,2022.5,2022 Q3,Acquisition d'intrants au pays,0.034,0.28300000000000003,0.049,0.109,A,A,A,C
SK,2022.5,2022 Q3,Acquisition d'intrants au pays,0.146,0.354,0.054000000000000006,0.084,D,B,A,C
AB,2022.5,2022 Q3,Acquisition d'intrants au pays,0.009000000000000001,0.322,0.054000000000000006,0.154,A,A,A,D
BC,2022.5,2022 Q3,Acquisition d'intrants au pays,0.003,0.28300000000000003,0.16899999999999998,0.052000000000000005,A,A,B,B
YT,2022.5,2022 Q3,Acquisition d'intrants au pays,0,0.353,0.053,NA,A,B,A,NA
NT,2022.5,2022 Q3,Acquisition d'intrants au pays,0.255,0.271,0.203,0.039,E,B,E,B
NU,2022.5,2022 Q3,Acquisition d'intrants au pays,0.083,0.18899999999999997,0.188,0.114,C,B,C,D
CA,2022.5,2022 Q3,Augmentation de la concurrence,0.07200000000000001,0.171,0.057999999999999996,0.068,B,A,A,A
NL,2022.5,2022 Q3,Augmentation de la concurrence,0.043,0.132,0.066,0,B,A,B,A
PE,2022.5,2022 Q3,Augmentation de la concurrence,0,0.139,0.018000000000000002,0.006,A,A,A,A
NS,2022.5,2022 Q3,Augmentation de la concurrence,0,0.098,0.067,0.015,A,A,B,A
NB,2022.5,2022 Q3,Augmentation de la concurrence,NA,0.11699999999999999,0.03,0,NA,A,A,A
QC,2022.5,2022 Q3,Augmentation de la concurrence,0.006999999999999999,0.11800000000000001,0.05,0.10099999999999999,A,A,A,C
ON,2022.5,2022 Q3,Augmentation de la concurrence,0.086,0.20199999999999999,0.07400000000000001,0.052000000000000005,D,A,B,B
MB,2022.5,2022 Q3,Augmentation de la concurrence,0,0.131,0.027000000000000003,0.20800000000000002,A,A,A,E
SK,2022.5,2022 Q3,Augmentation de la concurrence,0.037000000000000005,0.128,0.006,0.141,B,A,A,D
AB,2022.5,2022 Q3,Augmentation de la concurrence,NA,0.19699999999999998,0.057999999999999996,0.083,NA,A,B,C
BC,2022.5,2022 Q3,Augmentation de la concurrence,0.01,0.18100000000000002,0.07400000000000001,0.022000000000000002,A,A,B,A
YT,2022.5,2022 Q3,Augmentation de la concurrence,0,0.10400000000000001,0.043,0,A,B,B,A
NT,2022.5,2022 Q3,Augmentation de la concurrence,0.11699999999999999,0.09300000000000001,0,0,E,B,A,A
NU,2022.5,2022 Q3,Augmentation de la concurrence,0,0.07,0.073,0,A,A,B,A
CA,2022.5,2022 Q3,Insuffisance de la demande,0.126,0.109,0.067,0.07200000000000001,D,A,A,B
NL,2022.5,2022 Q3,Insuffisance de la demande,0.035,0.124,0.031,0.132,A,A,A,D
PE,2022.5,2022 Q3,Insuffisance de la demande,0.036000000000000004,0.086,0.11599999999999999,0.032,B,A,C,B
NS,2022.5,2022 Q3,Insuffisance de la demande,0,0.098,0.052000000000000005,0.038,A,A,A,A
NB,2022.5,2022 Q3,Insuffisance de la demande,0,0.078,0.044000000000000004,0.033,A,A,A,A
QC,2022.5,2022 Q3,Insuffisance de la demande,NA,0.085,0.08900000000000001,0.03,NA,A,B,A
ON,2022.5,2022 Q3,Insuffisance de la demande,0.078,0.111,0.081,0.124,D,A,C,E
MB,2022.5,2022 Q3,Insuffisance de la demande,0,0.091,0.027999999999999997,0.133,A,A,A,E
SK,2022.5,2022 Q3,Insuffisance de la demande,0.10800000000000001,0.09300000000000001,0.013000000000000001,0.009000000000000001,D,A,A,A
AB,2022.5,2022 Q3,Insuffisance de la demande,0.003,0.11699999999999999,0.075,0.13,A,A,B,D
BC,2022.5,2022 Q3,Insuffisance de la demande,0,0.14300000000000002,0.023,0.033,A,A,A,A
YT,2022.5,2022 Q3,Insuffisance de la demande,0,0.067,0.011000000000000001,0,A,B,A,A
NT,2022.5,2022 Q3,Insuffisance de la demande,0,0.11800000000000001,0.05,0,A,B,B,A
NU,2022.5,2022 Q3,Insuffisance de la demande,0,0.063,0.040999999999999995,0,A,A,B,A
CA,2022.5,2022 Q3,Maintien des stocks,0.077,0.15,0.028999999999999998,0.04,C,A,A,A
NL,2022.5,2022 Q3,Maintien des stocks,0.016,0.18,0.038,0,A,A,A,A
PE,2022.5,2022 Q3,Maintien des stocks,0.11800000000000001,0.168,0.035,0,C,A,A,A
NS,2022.5,2022 Q3,Maintien des stocks,0.077,0.20800000000000002,0.053,0.064,C,A,A,B
NB,2022.5,2022 Q3,Maintien des stocks,0.106,0.16699999999999998,0.006,0.08199999999999999,E,A,A,C
QC,2022.5,2022 Q3,Maintien des stocks,NA,0.159,0.052000000000000005,0.039,NA,A,B,B
ON,2022.5,2022 Q3,Maintien des stocks,0.011000000000000001,0.138,0.025,0.051,A,A,A,B
MB,2022.5,2022 Q3,Maintien des stocks,0,0.14300000000000002,0.006,0.009000000000000001,A,A,A,A
SK,2022.5,2022 Q3,Maintien des stocks,0,0.201,0.013000000000000001,0,A,A,A,A
AB,2022.5,2022 Q3,Maintien des stocks,0,0.157,0.012,0.07400000000000001,A,A,A,B
BC,2022.5,2022 Q3,Maintien des stocks,0.013999999999999999,0.139,0.021,0.006999999999999999,A,A,A,A
YT,2022.5,2022 Q3,Maintien des stocks,0,0.225,0.017,NA,A,B,A,NA
NT,2022.5,2022 Q3,Maintien des stocks,0.11599999999999999,0.161,0.168,0,D,B,E,A
NU,2022.5,2022 Q3,Maintien des stocks,0.083,0.175,0.14800000000000002,0,C,B,C,A
CA,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0.083,0.153,0.027999999999999997,0.037000000000000005,C,A,A,A
NL,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0.032,0.08,0.005,0.006,A,A,A,A
PE,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0.064,0.10800000000000001,0,0,C,A,A,A
NS,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0.077,0.096,0.016,0.015,C,A,A,A
NB,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0,0.127,0.036000000000000004,0.012,A,A,B,A
QC,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,NA,0.15,0.043,0.043,NA,A,B,B
ON,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0.025,0.158,0.021,0.043,A,A,A,B
MB,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0.03,0.151,0.018000000000000002,0.013999999999999999,A,A,A,A
SK,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0,0.168,0.027999999999999997,0.002,A,A,A,A
AB,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0.008,0.17300000000000001,0.03,0.048,A,A,A,A
BC,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0.01,0.146,0.025,0.037000000000000005,A,A,A,B
YT,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0,0.084,0.011000000000000001,NA,A,A,A,NA
NT,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0,0.11199999999999999,0.14300000000000002,0,A,B,E,A
NU,2022.5,2022 Q3,Acquisition d'intrants à l'étranger,0.083,0.049,0,0,C,A,A,A
CA,2022.5,2022 Q3,Défis liés à l'exportation,0.001,0.02,0.001,0.011000000000000001,A,A,A,A
NL,2022.5,2022 Q3,Défis liés à l'exportation,0.016,0.013000000000000001,0,0,A,A,A,A
PE,2022.5,2022 Q3,Défis liés à l'exportation,0,0.027000000000000003,0,0,A,A,A,A
NS,2022.5,2022 Q3,Défis liés à l'exportation,0,0.019,0,0,A,A,A,A
NB,2022.5,2022 Q3,Défis liés à l'exportation,0,0.016,0,0,A,A,A,A
QC,2022.5,2022 Q3,Défis liés à l'exportation,0.001,0.011000000000000001,0,0.031,A,A,A,B
ON,2022.5,2022 Q3,Défis liés à l'exportation,0,0.022000000000000002,0.001,0.005,A,A,A,A
MB,2022.5,2022 Q3,Défis liés à l'exportation,0,0.021,0,0.004,A,A,A,A
SK,2022.5,2022 Q3,Défis liés à l'exportation,0,0.021,0,0,A,A,A,A
AB,2022.5,2022 Q3,Défis liés à l'exportation,0.003,0.036000000000000004,0.003,0.006,A,A,A,A
BC,2022.5,2022 Q3,Défis liés à l'exportation,0,0.017,0.001,0.005,A,A,A,A
YT,2022.5,2022 Q3,Défis liés à l'exportation,0,0.01,0,0,A,A,A,A
NT,2022.5,2022 Q3,Défis liés à l'exportation,0,0.022000000000000002,0,0,A,A,A,A
NU,2022.5,2022 Q3,Défis liés à l'exportation,0,0.004,0,0,A,A,A,A
CA,2022.5,2022 Q3,Aucun,0.289,0.127,0.159,0.29100000000000004,D,A,A,C
NL,2022.5,2022 Q3,Aucun,0.679,0.183,0.23,0.35200000000000004,E,A,C,E
PE,2022.5,2022 Q3,Aucun,0.21,0.19,0.316,0.267,E,A,C,E
NS,2022.5,2022 Q3,Aucun,NA,0.187,0.223,0.541,NA,A,B,E
NB,2022.5,2022 Q3,Aucun,0.191,0.20199999999999999,0.297,0.198,E,A,C,D
QC,2022.5,2022 Q3,Aucun,0.149,0.158,0.124,0.498,E,A,B,E
ON,2022.5,2022 Q3,Aucun,NA,0.11800000000000001,0.133,0.281,NA,A,B,E
MB,2022.5,2022 Q3,Aucun,NA,0.129,0.264,0.228,NA,A,C,D
SK,2022.5,2022 Q3,Aucun,0.061,0.115,0.293,0.16899999999999998,B,A,C,C
AB,2022.5,2022 Q3,Aucun,NA,0.077,0.179,0.079,NA,A,C,B
BC,2022.5,2022 Q3,Aucun,0.057,0.131,0.10099999999999999,0.036000000000000004,B,A,B,A
YT,2022.5,2022 Q3,Aucun,0.129,0.162,0.374,NA,E,B,D,NA
NT,2022.5,2022 Q3,Aucun,0.075,0.187,0.1,NA,C,B,B,NA
NU,2022.5,2022 Q3,Aucun,NA,0.26,0.38799999999999996,0.278,NA,B,D,E
CA,2022.75,2022 Q4,Inflation,0.396,0.584,0.618,0.526,D,A,B,C
NL,2022.75,2022 Q4,Inflation,0.6890000000000001,0.552,0.48100000000000004,0.395,E,B,C,E
PE,2022.75,2022 Q4,Inflation,0.391,0.657,0.677,0.6890000000000001,E,B,C,D
NS,2022.75,2022 Q4,Inflation,0.111,0.597,0.606,0.72,C,B,C,E
NB,2022.75,2022 Q4,Inflation,NA,0.632,0.49700000000000005,0.46399999999999997,NA,A,C,E
QC,2022.75,2022 Q4,Inflation,0.237,0.541,0.607,0.331,E,A,C,D
ON,2022.75,2022 Q4,Inflation,NA,0.578,0.639,0.563,NA,B,C,E
MB,2022.75,2022 Q4,Inflation,NA,0.6,0.5820000000000001,0.319,NA,A,C,E
SK,2022.75,2022 Q4,Inflation,0.327,0.621,0.508,0.614,E,A,C,E
AB,2022.75,2022 Q4,Inflation,0.833,0.65,0.602,0.664,E,A,C,E
BC,2022.75,2022 Q4,Inflation,NA,0.578,0.6779999999999999,0.78,NA,A,C,D
YT,2022.75,2022 Q4,Inflation,0.16899999999999998,0.51,0.72,0.205,E,B,D,D
NT,2022.75,2022 Q4,Inflation,0.684,0.581,0.542,0.275,E,B,D,E
NU,2022.75,2022 Q4,Inflation,0.092,0.633,0.667,0.192,B,B,D,D
CA,2022.75,2022 Q4,Recrutement d'employés qualifiés,0.43,0.364,0.39,0.375,D,A,B,C
NL,2022.75,2022 Q4,Recrutement d'employés qualifiés,NA,0.32899999999999996,0.156,0.242,NA,A,B,D
PE,2022.75,2022 Q4,Recrutement d'employés qualifiés,0.68,0.32,0.31,0.479,E,B,C,E
NS,2022.75,2022 Q4,Recrutement d'employés qualifiés,0.135,0.39399999999999996,0.361,0.667,D,A,C,E
NB,2022.75,2022 Q4,Recrutement d'employés qualifiés,NA,0.348,0.255,0.247,NA,A,B,D
QC,2022.75,2022 Q4,Recrutement d'employés qualifiés,NA,0.433,0.508,0.365,NA,A,C,E
ON,2022.75,2022 Q4,Recrutement d'employés qualifiés,NA,0.35100000000000003,0.312,0.518,NA,A,C,E
MB,2022.75,2022 Q4,Recrutement d'employés qualifiés,NA,0.326,0.37799999999999995,0.272,NA,A,C,E
SK,2022.75,2022 Q4,Recrutement d'employés qualifiés,0.44,0.313,0.33,NA,E,A,B,NA
AB,2022.75,2022 Q4,Recrutement d'employés qualifiés,NA,0.316,0.42700000000000005,0.127,NA,A,C,B
BC,2022.75,2022 Q4,Recrutement d'employés qualifiés,0.7809999999999999,0.36200000000000004,0.447,0.228,E,B,D,D
YT,2022.75,2022 Q4,Recrutement d'employés qualifiés,NA,0.546,0.42100000000000004,0.382,NA,C,E,E
NT,2022.75,2022 Q4,Recrutement d'employés qualifiés,NA,0.435,0.451,0.048,NA,B,D,A
NU,2022.75,2022 Q4,Recrutement d'employés qualifiés,NA,0.633,0.46299999999999997,NA,NA,B,E,NA
CA,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,0.302,0.495,0.31,0.275,C,A,B,B
NL,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,NA,0.41,0.243,0.264,NA,B,C,E
PE,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,0.605,0.513,0.371,0.5489999999999999,E,B,D,E
NS,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,0.032,0.449,0.273,NA,B,B,C,NA
NB,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,NA,0.475,0.212,0.27,NA,B,B,E
QC,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,0.21100000000000002,0.444,0.306,0.212,E,A,C,C
ON,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,0.237,0.521,0.285,0.122,E,B,D,B
MB,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,NA,0.522,0.273,NA,NA,A,B,NA
SK,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,0.11599999999999999,0.599,0.32,NA,C,B,C,NA
AB,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,NA,0.511,0.39799999999999996,0.594,NA,A,C,E
BC,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,NA,0.47600000000000003,0.366,0.304,NA,A,D,E
YT,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,0,0.505,0.252,0.335,A,C,D,E
NT,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,0.588,0.44,0.268,0.183,E,B,D,D
NU,2022.75,2022 Q4,Augmentation des coûts liés aux intrants,0.054000000000000006,0.527,0.17300000000000001,0,B,B,C,A
CA,2022.75,2022 Q4,Coûts liés à l'assurance,0.086,0.321,0.294,0.221,B,A,B,B
NL,2022.75,2022 Q4,Coûts liés à l'assurance,0.154,0.32799999999999996,0.305,0.126,D,B,D,C
PE,2022.75,2022 Q4,Coûts liés à l'assurance,0,0.303,0.3,0.45399999999999996,A,B,C,E
NS,2022.75,2022 Q4,Coûts liés à l'assurance,0.055,0.34700000000000003,0.263,0.067,B,A,C,B
NB,2022.75,2022 Q4,Coûts liés à l'assurance,0.132,0.379,0.307,0.184,E,A,C,C
QC,2022.75,2022 Q4,Coûts liés à l'assurance,0.067,0.255,0.31,0.196,B,A,C,C
ON,2022.75,2022 Q4,Coûts liés à l'assurance,0.079,0.307,0.19399999999999998,0.114,C,A,B,C
MB,2022.75,2022 Q4,Coûts liés à l'assurance,NA,0.331,0.2,0.124,NA,A,B,C
SK,2022.75,2022 Q4,Coûts liés à l'assurance,0.155,0.361,0.22899999999999998,0.10099999999999999,E,B,B,B
AB,2022.75,2022 Q4,Coûts liés à l'assurance,0.009000000000000001,0.35600000000000004,0.44,0.59,A,A,C,E
BC,2022.75,2022 Q4,Coûts liés à l'assurance,0.067,0.386,0.496,NA,B,B,D,NA
YT,2022.75,2022 Q4,Coûts liés à l'assurance,0,0.345,0.312,0.071,A,B,D,B
NT,2022.75,2022 Q4,Coûts liés à l'assurance,NA,0.39299999999999996,0.413,0.239,NA,C,D,E
NU,2022.75,2022 Q4,Coûts liés à l'assurance,0,0.392,0.11199999999999999,NA,A,B,C,NA
CA,2022.75,2022 Q4,Pénurie de main-d'œuvre,0.414,0.358,0.324,0.23399999999999999,D,A,B,B
NL,2022.75,2022 Q4,Pénurie de main-d'œuvre,NA,0.349,0.132,0.16,NA,B,B,D
PE,2022.75,2022 Q4,Pénurie de main-d'œuvre,0.461,0.37200000000000005,0.17300000000000001,0.46299999999999997,E,B,B,E
NS,2022.75,2022 Q4,Pénurie de main-d'œuvre,0.048,0.364,0.32899999999999996,0.665,B,A,C,E
NB,2022.75,2022 Q4,Pénurie de main-d'œuvre,NA,0.35,0.22699999999999998,0.262,NA,A,B,D
QC,2022.75,2022 Q4,Pénurie de main-d'œuvre,NA,0.445,0.455,0.249,NA,A,C,C
ON,2022.75,2022 Q4,Pénurie de main-d'œuvre,0.318,0.355,0.267,0.081,E,A,B,B
MB,2022.75,2022 Q4,Pénurie de main-d'œuvre,NA,0.306,0.262,0.20800000000000002,NA,A,C,E
SK,2022.75,2022 Q4,Pénurie de main-d'œuvre,0.335,0.335,0.251,0.08900000000000001,E,A,B,B
AB,2022.75,2022 Q4,Pénurie de main-d'œuvre,NA,0.278,0.268,NA,NA,A,B,NA
BC,2022.75,2022 Q4,Pénurie de main-d'œuvre,0.775,0.336,0.384,NA,E,A,D,NA
YT,2022.75,2022 Q4,Pénurie de main-d'œuvre,NA,0.462,0.381,0.541,NA,C,E,E
NT,2022.75,2022 Q4,Pénurie de main-d'œuvre,0.33899999999999997,0.449,0.299,0.113,E,B,D,D
NU,2022.75,2022 Q4,Pénurie de main-d'œuvre,NA,0.47600000000000003,0.261,0.156,NA,B,D,E
CA,2022.75,2022 Q4,Conservation d'employés qualifiés,0.392,0.264,0.275,0.40299999999999997,D,A,A,C
NL,2022.75,2022 Q4,Conservation d'employés qualifiés,NA,0.247,0.134,0.099,NA,A,B,C
PE,2022.75,2022 Q4,Conservation d'employés qualifiés,0.514,0.23600000000000002,0.201,0.415,E,B,C,E
NS,2022.75,2022 Q4,Conservation d'employés qualifiés,0.131,0.257,0.23399999999999999,NA,D,A,B,NA
NB,2022.75,2022 Q4,Conservation d'employés qualifiés,NA,0.27699999999999997,0.179,0.341,NA,A,B,E
QC,2022.75,2022 Q4,Conservation d'employés qualifiés,0.303,0.3,0.335,0.522,E,A,C,E
ON,2022.75,2022 Q4,Conservation d'employés qualifiés,NA,0.24100000000000002,0.263,NA,NA,A,B,NA
MB,2022.75,2022 Q4,Conservation d'employés qualifiés,NA,0.249,0.289,0.174,NA,A,C,E
SK,2022.75,2022 Q4,Conservation d'employés qualifiés,0.41,0.253,0.253,NA,E,A,B,NA
AB,2022.75,2022 Q4,Conservation d'employés qualifiés,NA,0.255,0.268,0.233,NA,A,B,D
BC,2022.75,2022 Q4,Conservation d'employés qualifiés,0.705,0.284,0.253,NA,E,A,C,NA
YT,2022.75,2022 Q4,Conservation d'employés qualifiés,NA,0.35200000000000004,0.272,0.19899999999999998,NA,C,D,C
NT,2022.75,2022 Q4,Conservation d'employés qualifiés,0.35700000000000004,0.39399999999999996,0.364,0.158,E,B,D,D
NU,2022.75,2022 Q4,Conservation d'employés qualifiés,NA,0.474,0.266,NA,NA,B,D,NA
CA,2022.75,2022 Q4,Coûts liés à l'immobilier,0.125,0.272,0.157,0.205,B,A,A,C
NL,2022.75,2022 Q4,Coûts liés à l'immobilier,0.099,0.193,0.05,0.017,D,A,A,A
PE,2022.75,2022 Q4,Coûts liés à l'immobilier,0.024,0.217,0.10099999999999999,0.298,A,B,B,E
NS,2022.75,2022 Q4,Coûts liés à l'immobilier,0.019,0.22399999999999998,0.09699999999999999,0.044000000000000004,A,A,B,A
NB,2022.75,2022 Q4,Coûts liés à l'immobilier,0,0.298,0.092,0.106,A,A,B,C
QC,2022.75,2022 Q4,Coûts liés à l'immobilier,0.013000000000000001,0.226,0.221,0.069,A,A,C,B
ON,2022.75,2022 Q4,Coûts liés à l'immobilier,0.16399999999999998,0.285,0.126,NA,D,A,B,NA
MB,2022.75,2022 Q4,Coûts liés à l'immobilier,0.067,0.256,0.141,0.08199999999999999,C,A,B,C
SK,2022.75,2022 Q4,Coûts liés à l'immobilier,0.145,0.29100000000000004,0.057,0.10400000000000001,E,A,A,C
AB,2022.75,2022 Q4,Coûts liés à l'immobilier,NA,0.254,0.129,NA,NA,A,B,NA
BC,2022.75,2022 Q4,Coûts liés à l'immobilier,0.063,0.327,0.237,NA,B,A,C,NA
YT,2022.75,2022 Q4,Coûts liés à l'immobilier,0,0.218,0.047,0.066,A,B,B,B
NT,2022.75,2022 Q4,Coûts liés à l'immobilier,NA,0.10099999999999999,0.077,0.028999999999999998,NA,B,B,A
