,Group,Attribute,Year,QuestionNo,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
335,"Subventions, collecte de fonds",Support cause,2013,nv_050,0.169427571,37.68359235,0.043986682,0.29486846,138,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,AB,…
336,International,Do not support cause,2013,nv_050,0.157392218,4.145286722,0.144573619,0.170210818,6482,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,CA,
337,International,Support cause,2013,nv_050,0.210214521,24.15820183,0.110437609,0.309991433,905,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,CA,*
338,International,Do not support cause,2013,nv_050,0.156499546,7.888142137,0.132245145,0.180753947,1679,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,BC,
339,International,Support cause,2013,nv_050,0.563712848,35.54927205,0.169989302,0.957436393,220,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,BC,…
340,International,Do not support cause,2013,nv_050,0.123483271,10.21634982,0.098697261,0.148269281,1078,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,AB,
341,International,Support cause,2013,nv_050,0.342042901,36.89225035,0.094118958,0.589966845,138,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,AB,…
342,Religion,Do not support cause,2013,nv_050,0.160852246,4.573914058,0.146397254,0.175307239,6482,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,CA,
343,Religion,Support cause,2013,nv_050,0.14840753,9.617394246,0.12036507,0.176449989,905,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,CA,
344,Religion,Do not support cause,2013,nv_050,0.176235678,8.561552525,0.146590839,0.205880518,1679,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,BC,
345,Religion,Support cause,2013,nv_050,0.109098514,18.94335098,0.06849362,0.149703408,220,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,BC,*
346,Religion,Do not support cause,2013,nv_050,0.131698791,10.70554666,0.103997923,0.159399659,1078,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,AB,
347,Religion,Support cause,2013,nv_050,0.094522276,30.39974901,0.038066691,0.15097786,138,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,AB,*
348,Entreprises et professionnels,Do not support cause,2013,nv_050,0.158926537,4.165065285,0.145921219,0.171931856,6482,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,CA,
349,Entreprises et professionnels,Support cause,2013,nv_050,0.139339863,26.70128755,0.06624105,0.212438676,905,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,CA,*
350,Entreprises et professionnels,Do not support cause,2013,nv_050,0.161922684,7.965196442,0.136582665,0.187262702,1679,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,BC,
351,Entreprises et professionnels,Support cause,2013,nv_050,0.139807533,43.70436794,0.01975864,0.259856426,220,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,BC,…
352,Entreprises et professionnels,Do not support cause,2013,nv_050,0.127720857,10.26688849,0.101957443,0.153484271,1078,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,AB,
353,Entreprises et professionnels,Support cause,2013,nv_050,0.135074129,53.94412617,-0.008085011,0.278233268,138,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,AB,…
354,Autre,Do not support cause,2013,nv_050,0.159515525,4.184928866,0.146399756,0.172631295,6482,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,CA,
355,Autre,Support cause,2013,nv_050,0.11189324,31.37219501,0.042924626,0.180861854,905,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,CA,*
356,Autre,Do not support cause,2013,nv_050,0.162697501,7.900742657,0.137442259,0.187952744,1679,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,BC,
357,Autre,Support cause,2013,nv_050,0.081419256,65.15123838,-0.022801099,0.185639611,220,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,BC,…
358,Autre,Do not support cause,2013,nv_050,0.127360133,10.1935271,0.101853054,0.152867212,1078,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,AB,
359,Autre,Support cause,2013,nv_050,0.145479525,57.65444435,-0.019312962,0.310272012,138,Ne savaient pas comment s'engager plus,Barriers to volunteering by cause support,AB,…
360,Arts et culture,Do not support cause,2013,nv_060,0.1706864,3.679220657,0.158348038,0.183024762,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
361,Arts et culture,Support cause,2013,nv_060,0.18611142,13.53180033,0.136631232,0.235591609,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
362,Arts et culture,Do not support cause,2013,nv_060,0.188622815,6.104921221,0.165998417,0.211247212,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
363,Arts et culture,Support cause,2013,nv_060,0.183294424,20.90696529,0.108003436,0.258585412,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,*
364,Arts et culture,Do not support cause,2013,nv_060,0.152227864,7.9383865,0.128485217,0.175970511,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
365,Arts et culture,Support cause,2013,nv_060,0.26857001,26.15622213,0.130552155,0.406587865,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,*
366,Sport et loisir,Do not support cause,2013,nv_060,0.177014189,4.026944159,0.163009082,0.191019296,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
367,Sport et loisir,Support cause,2013,nv_060,0.15528666,7.561775469,0.132215966,0.178357355,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
368,Sport et loisir,Do not support cause,2013,nv_060,0.195365002,6.681968876,0.169716976,0.221013029,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
369,Sport et loisir,Support cause,2013,nv_060,0.167930661,12.50634948,0.126667424,0.209193899,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
370,Sport et loisir,Do not support cause,2013,nv_060,0.167507993,9.151877841,0.137388442,0.197627543,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
371,Sport et loisir,Support cause,2013,nv_060,0.136147966,15.84476228,0.093764192,0.178531741,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
372,Éducation et recherche,Do not support cause,2013,nv_060,0.182037086,3.834145725,0.168324125,0.195750047,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
373,Éducation et recherche,Support cause,2013,nv_060,0.131175656,9.924058471,0.10559891,0.156752403,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
374,Éducation et recherche,Do not support cause,2013,nv_060,0.198590056,6.247834752,0.174212522,0.222967591,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
375,Éducation et recherche,Support cause,2013,nv_060,0.145966228,16.31908382,0.099165684,0.192766772,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
376,Éducation et recherche,Do not support cause,2013,nv_060,0.162211795,8.164692823,0.136190733,0.188232857,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
377,Éducation et recherche,Support cause,2013,nv_060,0.150345023,23.0620403,0.082222688,0.218467357,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,*
378,Universités et collèges,Do not support cause,2013,nv_060,0.175898605,3.575506806,0.163541898,0.188255312,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
379,Universités et collèges,Support cause,2013,nv_060,0.099218223,25.25936319,0.049978389,0.148458057,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,*
380,Universités et collèges,Do not support cause,2013,nv_060,0.19211822,5.903944991,0.169833171,0.21440327,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
381,Universités et collèges,Support cause,2013,nv_060,0.106731256,50.52775663,0.000775543,0.212686968,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,…
382,Universités et collèges,Do not support cause,2013,nv_060,0.161857111,7.990318872,0.136447464,0.187266759,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
383,Universités et collèges,Support cause,2013,nv_060,0.133041655,44.97804987,0.015473148,0.250610162,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,…
384,Santé,Do not support cause,2013,nv_060,0.167847851,3.807844776,0.155290508,0.180405194,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
385,Santé,Support cause,2013,nv_060,0.198610998,8.911954012,0.16383505,0.233386945,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
386,Santé,Do not support cause,2013,nv_060,0.193178035,6.270213804,0.169379905,0.216976165,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
387,Santé,Support cause,2013,nv_060,0.152759334,15.73958647,0.105519995,0.199998674,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
388,Santé,Do not support cause,2013,nv_060,0.166280417,8.122131888,0.139745735,0.192815099,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
389,Santé,Support cause,2013,nv_060,0.115321134,24.97562398,0.058732658,0.171909609,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,*
390,Hôpitaux,Do not support cause,2013,nv_060,0.171529586,3.656727532,0.159206077,0.183853095,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
391,Hôpitaux,Support cause,2013,nv_060,0.177311324,13.47964364,0.130352455,0.224270192,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
392,Hôpitaux,Do not support cause,2013,nv_060,0.187179345,6.035664516,0.164982781,0.20937591,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
393,Hôpitaux,Support cause,2013,nv_060,0.209452889,20.38649189,0.125558755,0.293347023,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,*
394,Hôpitaux,Do not support cause,2013,nv_060,0.159158287,8.177511324,0.133586967,0.184729607,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
395,Hôpitaux,Support cause,2013,nv_060,0.176825268,29.81521348,0.073243101,0.280407434,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,*
396,Services sociaux,Do not support cause,2013,nv_060,0.171377335,4.140311468,0.157436489,0.185318181,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
397,Services sociaux,Support cause,2013,nv_060,0.173017063,6.623043413,0.150503238,0.195530888,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
398,Services sociaux,Do not support cause,2013,nv_060,0.174537884,6.708010854,0.151534793,0.197540976,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
399,Services sociaux,Support cause,2013,nv_060,0.224778752,10.66589974,0.177675001,0.271882503,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
400,Services sociaux,Do not support cause,2013,nv_060,0.167613964,9.076585502,0.137723308,0.197504619,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
401,Services sociaux,Support cause,2013,nv_060,0.138853804,15.10325449,0.097650593,0.180057016,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
402,Environnement,Do not support cause,2013,nv_060,0.170740857,3.627557411,0.158571868,0.182909846,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
403,Environnement,Support cause,2013,nv_060,0.187649816,13.49213939,0.137906847,0.237392785,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
404,Environnement,Do not support cause,2013,nv_060,0.190455818,6.045583635,0.167833598,0.213078038,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
405,Environnement,Support cause,2013,nv_060,0.16220779,24.20765841,0.085059335,0.239356244,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,*
406,Environnement,Do not support cause,2013,nv_060,0.163312066,8.001132506,0.137639311,0.188984821,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
407,Environnement,Support cause,2013,nv_060,0.081777708,42.58958938,0.013348561,0.150206855,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,…
408,Aménagement et logement,Do not support cause,2013,nv_060,0.169929049,3.719940144,0.157509486,0.182348612,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
409,Aménagement et logement,Support cause,2013,nv_060,0.189260727,10.59801802,0.149852409,0.228669045,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
410,Aménagement et logement,Do not support cause,2013,nv_060,0.189023695,6.180153541,0.166071816,0.211975575,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
411,Aménagement et logement,Support cause,2013,nv_060,0.181614554,17.88696663,0.117789662,0.245439446,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,*
412,Aménagement et logement,Do not support cause,2013,nv_060,0.157240255,8.387538737,0.13132825,0.18315226,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
413,Aménagement et logement,Support cause,2013,nv_060,0.200972919,27.00723143,0.094332867,0.307612971,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,*
414,"Droit, plaidoyer et politique",Do not support cause,2013,nv_060,0.170623688,3.639712715,0.158422302,0.182825075,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
415,"Droit, plaidoyer et politique",Support cause,2013,nv_060,0.199049931,16.58236923,0.134199726,0.263900136,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,*
416,"Droit, plaidoyer et politique",Do not support cause,2013,nv_060,0.185599616,6.063138107,0.1634902,0.207709032,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
417,"Droit, plaidoyer et politique",Support cause,2013,nv_060,0.262292977,24.5604114,0.13572465,0.388861305,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,*
418,"Droit, plaidoyer et politique",Do not support cause,2013,nv_060,0.160452541,8.118869797,0.134858143,0.186046938,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
419,"Droit, plaidoyer et politique",Support cause,2013,nv_060,0.151968364,33.18997684,0.052870823,0.251065906,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,*
420,"Subventions, collecte de fonds",Do not support cause,2013,nv_060,0.1735132,3.609555132,0.161207993,0.185818408,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
421,"Subventions, collecte de fonds",Support cause,2013,nv_060,0.125293105,20.04564854,0.075947324,0.174638886,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,*
422,"Subventions, collecte de fonds",Do not support cause,2013,nv_060,0.186241019,5.966102671,0.164410261,0.208071776,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
423,"Subventions, collecte de fonds",Support cause,2013,nv_060,0.251521621,33.63349714,0.085314322,0.417728919,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,…
424,"Subventions, collecte de fonds",Do not support cause,2013,nv_060,0.157846622,8.092817101,0.1327487,0.182944544,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
425,"Subventions, collecte de fonds",Support cause,2013,nv_060,0.208845579,37.47847243,0.055062019,0.362629139,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,…
426,International,Do not support cause,2013,nv_060,0.172209335,3.593161925,0.160052061,0.18436661,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
427,International,Support cause,2013,nv_060,0.15112164,25.52981187,0.075320277,0.226923003,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,*
428,International,Do not support cause,2013,nv_060,0.189257356,5.887543254,0.167365146,0.211149567,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
429,International,Support cause,2013,nv_060,0.109709901,85.41074002,-0.074393177,0.29381298,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,…
430,International,Do not support cause,2013,nv_060,0.160356941,7.953548427,0.135298651,0.185415232,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
431,International,Support cause,2013,nv_060,0.145874966,47.86267899,0.008698215,0.283051717,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,…
432,Religion,Do not support cause,2013,nv_060,0.166376305,4.046788127,0.153147985,0.179604624,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
433,Religion,Support cause,2013,nv_060,0.194373077,6.745833963,0.168611378,0.220134776,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
434,Religion,Do not support cause,2013,nv_060,0.183424797,7.127541374,0.157738557,0.209111037,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
435,Religion,Support cause,2013,nv_060,0.205385113,10.12169155,0.164541439,0.246228787,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
436,Religion,Do not support cause,2013,nv_060,0.148662628,8.89865454,0.122671274,0.174653981,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
437,Religion,Support cause,2013,nv_060,0.258070073,16.47276679,0.174546909,0.341593237,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
438,Entreprises et professionnels,Do not support cause,2013,nv_060,0.17413012,3.575382768,0.161898072,0.186362168,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
439,Entreprises et professionnels,Support cause,2013,nv_060,0.079852954,28.70962604,0.034810581,0.124895328,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,*
440,Entreprises et professionnels,Do not support cause,2013,nv_060,0.191143003,5.896447541,0.168999232,0.213286775,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
441,Entreprises et professionnels,Support cause,2013,nv_060,0.102953616,35.42585266,0.03129562,0.174611613,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,…
442,Entreprises et professionnels,Do not support cause,2013,nv_060,0.161273796,7.967749882,0.136027234,0.186520358,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
443,Entreprises et professionnels,Support cause,2013,nv_060,0.08834695,53.55356609,-0.004610178,0.181304079,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,…
444,Autre,Do not support cause,2013,nv_060,0.1741111,3.563423327,0.161921299,0.186300902,5875,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,
445,Autre,Support cause,2013,nv_060,0.070820186,31.71985235,0.02668439,0.114955981,1515,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,CA,*
446,Autre,Do not support cause,2013,nv_060,0.188979161,5.901836754,0.167066059,0.210892263,1465,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,
447,Autre,Support cause,2013,nv_060,0.153610299,43.28048806,0.022988631,0.284231967,432,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,BC,…
448,Autre,Do not support cause,2013,nv_060,0.164434303,7.836414159,0.139117285,0.189751321,1014,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
449,Autre,Support cause,2013,nv_060,0.0,,,,204,Problèmes de santé/handicap physique,Barriers to volunteering by cause support,AB,
450,Arts et culture,Do not support cause,2013,nv_070,0.732207917,1.010312866,0.717673653,0.746742181,2237,Manque de temps,Barriers to volunteering by cause support,CA,
451,Arts et culture,Support cause,2013,nv_070,0.724888918,3.598933205,0.673632531,0.776145305,5144,Manque de temps,Barriers to volunteering by cause support,CA,
452,Arts et culture,Do not support cause,2013,nv_070,0.711029876,1.96589162,0.683566737,0.738493014,632,Manque de temps,Barriers to volunteering by cause support,BC,
453,Arts et culture,Support cause,2013,nv_070,0.684649101,7.318204867,0.586208253,0.783089949,1263,Manque de temps,Barriers to volunteering by cause support,BC,
454,Arts et culture,Do not support cause,2013,nv_070,0.722939893,2.161458476,0.692238942,0.753640844,353,Manque de temps,Barriers to volunteering by cause support,AB,
455,Arts et culture,Support cause,2013,nv_070,0.72903187,7.882197743,0.616131183,0.841932556,864,Manque de temps,Barriers to volunteering by cause support,AB,
456,Sport et loisir,Do not support cause,2013,nv_070,0.732442558,1.176377661,0.715513879,0.749371238,2237,Manque de temps,Barriers to volunteering by cause support,CA,
457,Sport et loisir,Support cause,2013,nv_070,0.729289533,2.027975956,0.700231546,0.75834752,5144,Manque de temps,Barriers to volunteering by cause support,CA,
458,Sport et loisir,Do not support cause,2013,nv_070,0.707658728,2.321171961,0.67538613,0.739931326,632,Manque de temps,Barriers to volunteering by cause support,BC,
459,Sport et loisir,Support cause,2013,nv_070,0.715260134,3.854750678,0.661089608,0.76943066,1263,Manque de temps,Barriers to volunteering by cause support,BC,
460,Sport et loisir,Do not support cause,2013,nv_070,0.720297852,2.498425274,0.684940378,0.755655325,353,Manque de temps,Barriers to volunteering by cause support,AB,
461,Sport et loisir,Support cause,2013,nv_070,0.733153239,4.00251342,0.675499126,0.790807352,864,Manque de temps,Barriers to volunteering by cause support,AB,
462,Éducation et recherche,Do not support cause,2013,nv_070,0.712320511,1.161268633,0.696068358,0.728572663,2237,Manque de temps,Barriers to volunteering by cause support,CA,
463,Éducation et recherche,Support cause,2013,nv_070,0.808448169,1.876897152,0.778635875,0.838260463,5144,Manque de temps,Barriers to volunteering by cause support,CA,
464,Éducation et recherche,Do not support cause,2013,nv_070,0.704259816,2.09142439,0.675321196,0.733198436,632,Manque de temps,Barriers to volunteering by cause support,BC,
465,Éducation et recherche,Support cause,2013,nv_070,0.731686535,4.668500609,0.664573756,0.798799314,1263,Manque de temps,Barriers to volunteering by cause support,BC,
466,Éducation et recherche,Do not support cause,2013,nv_070,0.711736056,2.341436025,0.678994146,0.744477965,353,Manque de temps,Barriers to volunteering by cause support,AB,
467,Éducation et recherche,Support cause,2013,nv_070,0.776413277,4.36660236,0.709803291,0.843023263,864,Manque de temps,Barriers to volunteering by cause support,AB,
468,Universités et collèges,Do not support cause,2013,nv_070,0.726612592,1.008125768,0.712220617,0.741004566,2237,Manque de temps,Barriers to volunteering by cause support,CA,
469,Universités et collèges,Support cause,2013,nv_070,0.82117936,3.763808458,0.760454255,0.881904466,5144,Manque de temps,Barriers to volunteering by cause support,CA,
470,Universités et collèges,Do not support cause,2013,nv_070,0.702671694,1.951484864,0.675730279,0.729613108,632,Manque de temps,Barriers to volunteering by cause support,BC,
471,Universités et collèges,Support cause,2013,nv_070,0.859145384,8.484206191,0.715932986,1.002357782,1263,Manque de temps,Barriers to volunteering by cause support,BC,
472,Universités et collèges,Do not support cause,2013,nv_070,0.71984017,2.085474228,0.690345493,0.749334848,353,Manque de temps,Barriers to volunteering by cause support,AB,
473,Universités et collèges,Support cause,2013,nv_070,0.776349599,9.662297962,0.628968938,0.92373026,864,Manque de temps,Barriers to volunteering by cause support,AB,
474,Santé,Do not support cause,2013,nv_070,0.732717794,1.073917609,0.71725776,0.748177828,2237,Manque de temps,Barriers to volunteering by cause support,CA,
475,Santé,Support cause,2013,nv_070,0.724644459,2.734123526,0.685717915,0.763571003,5144,Manque de temps,Barriers to volunteering by cause support,CA,
476,Santé,Do not support cause,2013,nv_070,0.704566865,2.021368643,0.676585398,0.732548332,632,Manque de temps,Barriers to volunteering by cause support,BC,
477,Santé,Support cause,2013,nv_070,0.746650841,5.177508116,0.670698514,0.822603169,1263,Manque de temps,Barriers to volunteering by cause support,BC,
478,Santé,Do not support cause,2013,nv_070,0.713794832,2.282142928,0.681789747,0.745799916,353,Manque de temps,Barriers to volunteering by cause support,AB,
479,Santé,Support cause,2013,nv_070,0.792100742,4.852394697,0.716584689,0.867616795,864,Manque de temps,Barriers to volunteering by cause support,AB,
480,Hôpitaux,Do not support cause,2013,nv_070,0.731212156,1.000967613,0.716831914,0.745592397,2237,Manque de temps,Barriers to volunteering by cause support,CA,
481,Hôpitaux,Support cause,2013,nv_070,0.74167603,4.027517566,0.682987338,0.800364722,5144,Manque de temps,Barriers to volunteering by cause support,CA,
482,Hôpitaux,Do not support cause,2013,nv_070,0.715625482,1.948499047,0.688229382,0.743021581,632,Manque de temps,Barriers to volunteering by cause support,BC,
483,Hôpitaux,Support cause,2013,nv_070,0.599393955,10.21372599,0.479112325,0.719675584,1263,Manque de temps,Barriers to volunteering by cause support,BC,
484,Hôpitaux,Do not support cause,2013,nv_070,0.727919972,2.094776508,0.697961196,0.757878749,353,Manque de temps,Barriers to volunteering by cause support,AB,
485,Hôpitaux,Support cause,2013,nv_070,0.639394611,10.39548657,0.508802622,0.769986599,864,Manque de temps,Barriers to volunteering by cause support,AB,
486,Services sociaux,Do not support cause,2013,nv_070,0.733048776,1.143810922,0.716575125,0.749522427,2237,Manque de temps,Barriers to volunteering by cause support,CA,
487,Services sociaux,Support cause,2013,nv_070,0.727627241,2.040659797,0.69845416,0.756800322,5144,Manque de temps,Barriers to volunteering by cause support,CA,
488,Services sociaux,Do not support cause,2013,nv_070,0.70816669,2.115961388,0.678726136,0.737607243,632,Manque de temps,Barriers to volunteering by cause support,BC,
489,Services sociaux,Support cause,2013,nv_070,0.713408771,4.018653428,0.657081107,0.769736435,1263,Manque de temps,Barriers to volunteering by cause support,BC,
490,Services sociaux,Do not support cause,2013,nv_070,0.722872895,2.427404794,0.688397687,0.757348102,353,Manque de temps,Barriers to volunteering by cause support,AB,
491,Services sociaux,Support cause,2013,nv_070,0.724693057,4.083190365,0.666555541,0.782830573,864,Manque de temps,Barriers to volunteering by cause support,AB,
492,Environnement,Do not support cause,2013,nv_070,0.728312006,1.029233057,0.713584339,0.743039672,2237,Manque de temps,Barriers to volunteering by cause support,CA,
493,Environnement,Support cause,2013,nv_070,0.782606631,3.056446187,0.735610401,0.829602861,5144,Manque de temps,Barriers to volunteering by cause support,CA,
494,Environnement,Do not support cause,2013,nv_070,0.70498238,2.009030829,0.677155302,0.732809458,632,Manque de temps,Barriers to volunteering by cause support,BC,
495,Environnement,Support cause,2013,nv_070,0.766569698,5.684375772,0.6809572,0.852182196,1263,Manque de temps,Barriers to volunteering by cause support,BC,
496,Environnement,Do not support cause,2013,nv_070,0.720706134,2.12843829,0.690567607,0.750844661,353,Manque de temps,Barriers to volunteering by cause support,AB,
497,Environnement,Support cause,2013,nv_070,0.787120935,9.113594821,0.646181047,0.928060823,864,Manque de temps,Barriers to volunteering by cause support,AB,
498,Aménagement et logement,Do not support cause,2013,nv_070,0.73426835,1.025932273,0.719467855,0.749068845,2237,Manque de temps,Barriers to volunteering by cause support,CA,
499,Aménagement et logement,Support cause,2013,nv_070,0.707434721,3.275499055,0.661907977,0.752961465,5144,Manque de temps,Barriers to volunteering by cause support,CA,
500,Aménagement et logement,Do not support cause,2013,nv_070,0.713688294,1.949823098,0.686347789,0.741028798,632,Manque de temps,Barriers to volunteering by cause support,BC,
501,Aménagement et logement,Support cause,2013,nv_070,0.669566238,6.957484951,0.578039378,0.761093099,1263,Manque de temps,Barriers to volunteering by cause support,BC,
502,Aménagement et logement,Do not support cause,2013,nv_070,0.730704447,2.141466607,0.699960771,0.761448124,353,Manque de temps,Barriers to volunteering by cause support,AB,
503,Aménagement et logement,Support cause,2013,nv_070,0.617156667,9.972192373,0.496239263,0.73807407,864,Manque de temps,Barriers to volunteering by cause support,AB,
504,"Droit, plaidoyer et politique",Do not support cause,2013,nv_070,0.732358083,1.006998147,0.717868533,0.746847633,2237,Manque de temps,Barriers to volunteering by cause support,CA,
505,"Droit, plaidoyer et politique",Support cause,2013,nv_070,0.715938642,5.202055071,0.642765199,0.789112085,5144,Manque de temps,Barriers to volunteering by cause support,CA,
506,"Droit, plaidoyer et politique",Do not support cause,2013,nv_070,0.709815518,1.944613615,0.682696026,0.73693501,632,Manque de temps,Barriers to volunteering by cause support,BC,
