geoAbb,seriesDate,dateLabel,busChar,item2,valIncrease,valSame,valDecrease,valNA,statusIncrease,statusSame,statusDecrease,statusNA
QC,2022.75,2022 Q4,Institutions gouvernementales,Budget de marketing,0.01,0.701,0,0.28800000000000003,A,E,A,E
QC,2022.75,2022 Q4,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.054000000000000006,0.087,0,0.8590000000000001,B,D,A,E
QC,2022.75,2022 Q4,Entreprises,Nombre d'employés,0.113,0.767,0.12,0,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Postes vacants,0.10099999999999999,0.446,0.055999999999999994,0.397,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Ventes,0.161,0.653,0.18600000000000003,0,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Prix de vente,0.38299999999999995,0.595,0.022000000000000002,0,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Demande,0.23199999999999998,0.625,0.14400000000000002,0,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Importations,0.026000000000000002,0.138,0.02,0.816,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Exportations,0.008,0.107,0.015,0.87,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Résultat opérationnel,0.223,0.586,0.191,0,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Dépenses opérationnelles,0.385,0.516,0.099,0,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Rentabilité,0.109,0.584,0.307,0,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Réserves de trésorerie,0.092,0.535,0.261,0.11199999999999999,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Dépenses en capital,0.12,0.598,0.09699999999999999,0.185,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Dépenses liées à la formation,0.145,0.536,0.045,0.27399999999999997,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Budget de marketing,0.094,0.501,0.09,0.315,A,A,A,A
QC,2022.75,2022 Q4,Entreprises,Dépenses liées à la recherche et au développement,0.046,0.28300000000000003,0.046,0.626,A,A,A,A
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Nombre d'employés,0.153,0.777,0.07,0,B,C,B,A
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Postes vacants,0.10400000000000001,0.371,0.121,0.40399999999999997,B,C,B,C
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Ventes,0.052000000000000005,0.447,0.023,0.478,A,C,A,C
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Prix de vente,0.07200000000000001,0.43799999999999994,0.004,0.485,A,C,A,C
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Demande,0.39299999999999996,0.557,0.05,0,C,C,A,A
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Importations,0,0.006,0.016,0.978,A,A,A,A
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Exportations,0,0.009000000000000001,0,0.991,A,A,A,A
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Résultat opérationnel,0.21600000000000003,0.722,0.063,0,C,C,A,A
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.439,0.5429999999999999,0.018000000000000002,0,C,C,A,A
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Rentabilité,0.053,0.368,0.086,0.493,A,C,A,C
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.077,0.518,0.138,0.266,B,C,B,C
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses en capital,0.276,0.484,0.025,0.214,C,C,A,B
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.17800000000000002,0.581,0.033,0.20800000000000002,C,C,A,C
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Budget de marketing,0.122,0.49200000000000005,0.040999999999999995,0.344,B,C,A,C
QC,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.09300000000000001,0.195,0.009000000000000001,0.7020000000000001,B,C,A,C
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Nombre d'employés,0.151,0.594,NA,0,C,E,NA,A
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Postes vacants,0.016,0.649,0.034,0.302,A,E,A,E
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Ventes,0.065,0.614,0.011000000000000001,0.311,B,E,A,E
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Prix de vente,0.11699999999999999,0.531,0.009000000000000001,0.344,B,E,A,E
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Demande,0.121,0.846,0.033,0,B,B,A,A
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Importations,0.002,0.062,0.001,0.934,A,B,A,B
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Exportations,0.002,0.075,0.001,0.922,A,B,A,B
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Résultat opérationnel,0.09699999999999999,0.613,NA,0,B,E,NA,A
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.192,0.539,NA,0,C,E,NA,A
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Rentabilité,0.04,0.748,0.087,0.124,A,C,B,B
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.071,0.552,0.34600000000000003,0.031,B,E,E,A
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses en capital,0.081,0.7290000000000001,0.036000000000000004,0.153,B,D,A,C
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.17800000000000002,0.758,0.006,0.057999999999999996,C,C,A,A
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Budget de marketing,0.11800000000000001,0.498,0.008,0.376,B,E,A,E
QC,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.066,0.3,0.006,0.628,B,E,A,E
ON,2022.75,2022 Q4,Institutions gouvernementales,Nombre d'employés,0.111,0.8320000000000001,0.057,0,C,D,B,A
ON,2022.75,2022 Q4,Institutions gouvernementales,Postes vacants,0.065,0.826,0.08900000000000001,0.021,C,D,C,A
ON,2022.75,2022 Q4,Institutions gouvernementales,Ventes,0.16699999999999998,NA,0.011000000000000001,NA,D,NA,A,NA
ON,2022.75,2022 Q4,Institutions gouvernementales,Prix de vente,0.22899999999999998,0.25,0.009000000000000001,NA,E,E,A,NA
ON,2022.75,2022 Q4,Institutions gouvernementales,Demande,0.265,0.7090000000000001,0.025,0,E,E,A,A
ON,2022.75,2022 Q4,Institutions gouvernementales,Importations,0.07400000000000001,0.17,0,0.7559999999999999,C,D,A,E
ON,2022.75,2022 Q4,Institutions gouvernementales,Exportations,0.01,0.114,0.073,0.8029999999999999,A,D,C,E
ON,2022.75,2022 Q4,Institutions gouvernementales,Résultat opérationnel,0.040999999999999995,0.828,0.131,0,A,D,D,A
ON,2022.75,2022 Q4,Institutions gouvernementales,Dépenses opérationnelles,0.19699999999999998,0.721,0.081,0,D,E,C,A
ON,2022.75,2022 Q4,Institutions gouvernementales,Rentabilité,0.027999999999999997,0.69,0.19,0.092,A,E,E,B
ON,2022.75,2022 Q4,Institutions gouvernementales,Réserves de trésorerie,0.003,0.769,0.124,0.10400000000000001,A,E,D,C
ON,2022.75,2022 Q4,Institutions gouvernementales,Dépenses en capital,0.195,0.33899999999999997,0.051,NA,E,E,B,NA
ON,2022.75,2022 Q4,Institutions gouvernementales,Dépenses liées à la formation,0.267,0.706,0.006999999999999999,0.019,E,E,A,A
ON,2022.75,2022 Q4,Institutions gouvernementales,Budget de marketing,0.17800000000000002,0.667,0.055,0.099,D,E,B,C
ON,2022.75,2022 Q4,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.076,0.121,0,0.804,C,C,A,E
ON,2022.75,2022 Q4,Entreprises,Nombre d'employés,0.11900000000000001,0.8029999999999999,0.077,0,A,A,A,A
ON,2022.75,2022 Q4,Entreprises,Postes vacants,0.09300000000000001,0.539,0.04,0.327,A,A,A,A
ON,2022.75,2022 Q4,Entreprises,Ventes,0.19399999999999998,0.614,0.192,0,A,A,A,A
ON,2022.75,2022 Q4,Entreprises,Prix de vente,0.342,0.581,0.077,0,B,B,A,A
ON,2022.75,2022 Q4,Entreprises,Demande,0.20199999999999999,0.602,0.196,0,A,A,A,A
ON,2022.75,2022 Q4,Entreprises,Importations,0.033,0.155,0.032,0.78,A,A,A,A
ON,2022.75,2022 Q4,Entreprises,Exportations,0.021,0.11,0.021,0.848,A,A,A,A
ON,2022.75,2022 Q4,Entreprises,Résultat opérationnel,0.18899999999999997,0.57,0.24100000000000002,0,A,A,A,A
ON,2022.75,2022 Q4,Entreprises,Dépenses opérationnelles,0.488,0.467,0.045,0,B,B,A,A
ON,2022.75,2022 Q4,Entreprises,Rentabilité,0.1,0.534,0.366,0,A,B,A,A
ON,2022.75,2022 Q4,Entreprises,Réserves de trésorerie,0.081,0.514,0.309,0.096,A,B,A,A
ON,2022.75,2022 Q4,Entreprises,Dépenses en capital,0.16,0.596,0.076,0.168,A,B,A,A
ON,2022.75,2022 Q4,Entreprises,Dépenses liées à la formation,0.163,0.486,0.035,0.317,A,B,A,A
ON,2022.75,2022 Q4,Entreprises,Budget de marketing,0.16399999999999998,0.524,0.078,0.23399999999999999,A,A,A,A
ON,2022.75,2022 Q4,Entreprises,Dépenses liées à la recherche et au développement,0.073,0.317,0.040999999999999995,0.569,A,A,A,B
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Nombre d'employés,0.109,0.8540000000000001,0.037000000000000005,0,A,B,A,A
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Postes vacants,0.073,0.581,0.047,0.299,A,D,A,D
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Ventes,0.064,0.20600000000000002,0.021,0.7090000000000001,A,B,A,C
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Prix de vente,0.04,0.209,0.015,0.737,A,B,A,B
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Demande,0.368,0.599,0.033,0,C,C,A,A
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Importations,0.003,0.127,0.001,0.8690000000000001,A,D,A,D
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Exportations,0.004,0.008,0.001,0.987,A,A,A,A
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Résultat opérationnel,0.11,0.821,0.069,0,A,B,A,A
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.39299999999999996,0.593,0.013999999999999999,0,D,D,A,A
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Rentabilité,0.023,0.349,0.091,0.5379999999999999,A,D,A,D
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.122,0.532,0.226,0.12,D,D,D,B
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses en capital,0.077,0.5770000000000001,0.046,0.3,A,D,A,D
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.16899999999999998,0.64,0.02,0.171,B,C,A,B
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Budget de marketing,0.07200000000000001,0.624,0.022000000000000002,0.282,A,C,A,C
ON,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.027000000000000003,0.2,0.006999999999999999,0.7659999999999999,A,B,A,B
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Nombre d'employés,0.266,0.726,0.009000000000000001,0,E,E,A,A
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Postes vacants,0.021,0.5489999999999999,0.22899999999999998,0.2,A,E,E,D
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Ventes,NA,0.252,0.037000000000000005,0.39299999999999996,NA,E,A,E
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Prix de vente,0.129,0.46299999999999997,0.009000000000000001,0.39799999999999996,D,E,A,E
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Demande,NA,NA,0.043,0,NA,NA,A,A
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Importations,0,NA,0.006,NA,A,NA,A,NA
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Exportations,0,NA,0.006,NA,A,NA,A,NA
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Résultat opérationnel,0.425,0.511,0.064,0,E,E,B,A
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses opérationnelles,NA,NA,0.013999999999999999,0,NA,NA,A,A
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Rentabilité,NA,0.188,0.039,0.48100000000000004,NA,C,A,E
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Réserves de trésorerie,NA,0.48200000000000004,0.085,0.153,NA,E,B,D
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses en capital,0.045,0.813,0.01,0.132,A,C,A,C
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses liées à la formation,NA,NA,0.013000000000000001,0.11,NA,NA,A,B
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Budget de marketing,NA,0.455,0.044000000000000004,0.225,NA,E,B,D
ON,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,NA,0.20600000000000002,0.009000000000000001,0.527,NA,D,A,E
MB,2022.75,2022 Q4,Institutions gouvernementales,Nombre d'employés,0.14300000000000002,0.853,0.004,0,D,D,A,A
MB,2022.75,2022 Q4,Institutions gouvernementales,Postes vacants,NA,NA,NA,0.019,NA,NA,NA,A
MB,2022.75,2022 Q4,Institutions gouvernementales,Ventes,0,NA,0.003,NA,A,NA,A,NA
MB,2022.75,2022 Q4,Institutions gouvernementales,Prix de vente,0.013000000000000001,NA,0,NA,A,NA,A,NA
MB,2022.75,2022 Q4,Institutions gouvernementales,Demande,NA,NA,0.003,0,NA,NA,A,A
MB,2022.75,2022 Q4,Institutions gouvernementales,Importations,0,0.13699999999999998,0,0.863,A,E,A,E
MB,2022.75,2022 Q4,Institutions gouvernementales,Exportations,0,0.11199999999999999,0,0.888,A,E,A,E
MB,2022.75,2022 Q4,Institutions gouvernementales,Résultat opérationnel,NA,NA,NA,0,NA,NA,NA,A
MB,2022.75,2022 Q4,Institutions gouvernementales,Dépenses opérationnelles,NA,0.20800000000000002,NA,0,NA,E,NA,A
MB,2022.75,2022 Q4,Institutions gouvernementales,Rentabilité,NA,0.252,0.027000000000000003,NA,NA,E,A,NA
MB,2022.75,2022 Q4,Institutions gouvernementales,Réserves de trésorerie,0.019,NA,NA,0.077,A,NA,NA,B
MB,2022.75,2022 Q4,Institutions gouvernementales,Dépenses en capital,NA,NA,0.003,0.009000000000000001,NA,NA,A,A
MB,2022.75,2022 Q4,Institutions gouvernementales,Dépenses liées à la formation,0.08900000000000001,NA,NA,0.023,C,NA,NA,A
MB,2022.75,2022 Q4,Institutions gouvernementales,Budget de marketing,0.044000000000000004,NA,0,NA,B,NA,A,NA
MB,2022.75,2022 Q4,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0,NA,0,NA,A,NA,A,NA
MB,2022.75,2022 Q4,Entreprises,Nombre d'employés,0.096,0.828,0.076,0,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Postes vacants,0.052000000000000005,0.61,0.049,0.289,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Ventes,0.18899999999999997,0.635,0.17600000000000002,0,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Prix de vente,0.358,0.599,0.043,0,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Demande,0.213,0.6509999999999999,0.136,0,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Importations,0.015,0.196,0.024,0.764,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Exportations,0.018000000000000002,0.13699999999999998,0.013999999999999999,0.8320000000000001,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Résultat opérationnel,0.20600000000000002,0.5670000000000001,0.22699999999999998,0,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Dépenses opérationnelles,0.462,0.47700000000000004,0.061,0,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Rentabilité,0.122,0.5529999999999999,0.325,0,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Réserves de trésorerie,0.07400000000000001,0.522,0.284,0.12,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Dépenses en capital,0.16899999999999998,0.625,0.073,0.133,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Dépenses liées à la formation,0.124,0.503,0.051,0.322,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Budget de marketing,0.113,0.555,0.063,0.26899999999999996,A,A,A,A
MB,2022.75,2022 Q4,Entreprises,Dépenses liées à la recherche et au développement,0.043,0.318,0.027000000000000003,0.613,A,A,A,A
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Nombre d'employés,0.07400000000000001,0.8809999999999999,0.045,0,B,B,A,A
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Postes vacants,0.06,0.47,0.02,0.45,B,C,A,C
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Ventes,0.063,0.249,0.025,0.662,A,B,A,B
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Prix de vente,0.099,0.196,0.004,0.701,B,B,A,B
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Demande,0.303,0.637,0.06,0,C,C,B,A
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Importations,0.015,0.013999999999999999,0.008,0.963,A,A,A,A
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Exportations,0.013999999999999999,0.011000000000000001,0,0.975,A,A,A,A
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Résultat opérationnel,0.156,0.737,0.107,0,B,C,B,A
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.506,0.478,0.015,0,C,C,A,A
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Rentabilité,0.006,0.39799999999999996,0.09,0.506,A,C,B,C
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.015,0.545,0.16899999999999998,0.272,A,C,B,C
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses en capital,0.163,0.502,0.059000000000000004,0.276,B,C,A,C
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.079,0.606,0.018000000000000002,0.297,B,C,A,C
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Budget de marketing,0.05,0.43,0.02,0.5,A,C,A,C
MB,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.02,0.14800000000000002,0.008,0.8240000000000001,A,B,A,B
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Nombre d'employés,0.19699999999999998,0.727,0.077,0,E,E,C,A
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Postes vacants,0.057,NA,0.113,0.20199999999999999,B,NA,D,E
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Ventes,0.032,0.33899999999999997,0.047,NA,A,E,B,NA
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Prix de vente,0.13,0.23600000000000002,0.004,NA,D,E,A,NA
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Demande,0.07200000000000001,0.9229999999999999,0.005,0,B,B,A,A
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Importations,0.011000000000000001,0.1,0,0.889,A,C,A,C
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Exportations,0.011000000000000001,0.066,0,0.922,A,B,A,C
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Résultat opérationnel,0.035,NA,NA,0,A,NA,NA,A
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses opérationnelles,NA,NA,0,0,NA,NA,A,A
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Rentabilité,0.019,0.242,0.01,0.7290000000000001,A,E,A,E
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.003,NA,0.033,NA,A,NA,A,NA
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses en capital,0.065,NA,0.004,NA,B,NA,A,NA
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.031,0.929,0,0.04,A,B,A,A
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Budget de marketing,0.051,NA,0.004,NA,B,NA,A,NA
MB,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0,NA,0,NA,A,NA,A,NA
SK,2022.75,2022 Q4,Institutions gouvernementales,Nombre d'employés,0.361,0.608,0.031,0,E,E,A,A
SK,2022.75,2022 Q4,Institutions gouvernementales,Postes vacants,0.158,0.735,0.013000000000000001,0.095,D,D,A,C
SK,2022.75,2022 Q4,Institutions gouvernementales,Ventes,0.195,0.431,0.059000000000000004,0.315,E,E,B,E
SK,2022.75,2022 Q4,Institutions gouvernementales,Prix de vente,0.222,0.42,0.006999999999999999,0.35,E,E,A,E
SK,2022.75,2022 Q4,Institutions gouvernementales,Demande,0.16899999999999998,0.813,0.018000000000000002,0,E,E,A,A
SK,2022.75,2022 Q4,Institutions gouvernementales,Importations,0.004,0.106,0,0.89,A,C,A,C
SK,2022.75,2022 Q4,Institutions gouvernementales,Exportations,0,0.04,0,0.96,A,A,A,A
SK,2022.75,2022 Q4,Institutions gouvernementales,Résultat opérationnel,0.035,0.865,0.1,0,A,C,C,A
SK,2022.75,2022 Q4,Institutions gouvernementales,Dépenses opérationnelles,0.42100000000000004,0.483,0.096,0,E,E,C,A
SK,2022.75,2022 Q4,Institutions gouvernementales,Rentabilité,0.006,0.391,0.22899999999999998,0.374,A,E,E,E
SK,2022.75,2022 Q4,Institutions gouvernementales,Réserves de trésorerie,0.009000000000000001,0.489,0.059000000000000004,0.44299999999999995,A,E,B,E
SK,2022.75,2022 Q4,Institutions gouvernementales,Dépenses en capital,0.16699999999999998,0.40299999999999997,0.07,0.36,E,E,B,E
SK,2022.75,2022 Q4,Institutions gouvernementales,Dépenses liées à la formation,0.12,0.5539999999999999,0.091,0.23600000000000002,C,E,D,E
SK,2022.75,2022 Q4,Institutions gouvernementales,Budget de marketing,0.18,0.48,0.004,0.337,E,E,A,E
SK,2022.75,2022 Q4,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.19399999999999998,0.36200000000000004,0,0.445,E,E,A,E
SK,2022.75,2022 Q4,Entreprises,Nombre d'employés,0.113,0.7859999999999999,0.10099999999999999,0,A,A,A,A
SK,2022.75,2022 Q4,Entreprises,Postes vacants,0.095,0.536,0.046,0.32299999999999995,A,A,A,A
SK,2022.75,2022 Q4,Entreprises,Ventes,0.175,0.631,0.19399999999999998,0,A,A,A,A
SK,2022.75,2022 Q4,Entreprises,Prix de vente,0.342,0.611,0.047,0,A,A,A,A
SK,2022.75,2022 Q4,Entreprises,Demande,0.17,0.7090000000000001,0.121,0,A,A,A,A
SK,2022.75,2022 Q4,Entreprises,Importations,0.025,0.205,0.016,0.754,A,A,A,A
SK,2022.75,2022 Q4,Entreprises,Exportations,0.004,0.156,0.01,0.83,A,A,A,A
SK,2022.75,2022 Q4,Entreprises,Résultat opérationnel,0.172,0.611,0.217,0,A,A,A,A
SK,2022.75,2022 Q4,Entreprises,Dépenses opérationnelles,0.5379999999999999,0.41,0.052000000000000005,0,A,A,A,A
SK,2022.75,2022 Q4,Entreprises,Rentabilité,0.092,0.527,0.381,0,A,B,B,A
SK,2022.75,2022 Q4,Entreprises,Réserves de trésorerie,0.052000000000000005,0.544,0.322,0.081,A,B,A,A
SK,2022.75,2022 Q4,Entreprises,Dépenses en capital,0.182,0.614,0.077,0.126,A,B,A,A
SK,2022.75,2022 Q4,Entreprises,Dépenses liées à la formation,0.14800000000000002,0.516,0.053,0.282,A,B,A,A
SK,2022.75,2022 Q4,Entreprises,Budget de marketing,0.13699999999999998,0.527,0.096,0.24,A,B,A,A
SK,2022.75,2022 Q4,Entreprises,Dépenses liées à la recherche et au développement,0.069,0.33899999999999997,0.033,0.5589999999999999,A,B,A,B
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Nombre d'employés,0.08199999999999999,0.865,0.053,0,A,B,A,A
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Postes vacants,0.096,0.5379999999999999,0.036000000000000004,0.33,B,C,A,C
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Ventes,0.051,0.41100000000000003,0.032,0.507,A,C,A,C
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Prix de vente,0.085,0.368,0.031,0.515,B,C,A,C
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Demande,0.299,0.653,0.048,0,B,B,A,A
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Importations,0.001,0.078,0.005,0.917,A,A,A,A
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Exportations,0,0.011000000000000001,0.06,0.929,A,A,A,A
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Résultat opérationnel,0.11,0.731,0.159,0,B,B,B,A
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.36200000000000004,0.55,0.087,0,C,C,A,A
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Rentabilité,0.012,0.474,0.11,0.40399999999999997,A,C,B,C
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.045,0.495,0.226,0.233,A,C,B,B
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses en capital,0.133,0.574,0.061,0.231,B,C,A,B
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.145,0.562,0.027999999999999997,0.266,B,C,A,B
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Budget de marketing,0.026000000000000002,0.622,0.033,0.32,A,B,A,B
SK,2022.75,2022 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.005,0.125,0.017,0.853,A,B,A,B
SK,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Nombre d'employés,NA,NA,0.001,0,NA,NA,A,A
SK,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Postes vacants,0.063,0.409,NA,0.266,B,E,NA,E
SK,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Ventes,0.16699999999999998,0.519,0.045,0.26899999999999996,E,E,B,E
SK,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Prix de vente,NA,0.304,0,0.271,NA,E,A,E
SK,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Demande,0.243,0.708,0.049,0,E,E,B,A
SK,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Importations,0,0.247,0,0.753,A,E,A,E
SK,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Exportations,0,0.157,0,0.843,A,D,A,D
SK,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Résultat opérationnel,0.19899999999999998,0.674,0.127,0,E,E,C,A
SK,2022.75,2022 Q4,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.555,0.435,0.01,0,E,E,A,A
