seriesDate,geoAbb,busChar,item2,valIncrease,valSame,valDecrease,valNA,statusIncrease,statusSame,statusDecrease,statusNA
2023.75,SK,Entreprises,Dépenses opérationnelles,0.467,0.45799999999999996,0.075,0,B,B,A,A
2023.75,SK,Entreprises,Rentabilité,0.09300000000000001,0.539,0.368,0,A,B,A,A
2023.75,SK,Entreprises,Réserves de trésorerie,0.059000000000000004,0.508,0.342,0.091,A,A,A,A
2023.75,SK,Entreprises,Dépenses en capital,0.171,0.581,0.132,0.11599999999999999,A,A,A,A
2023.75,SK,Entreprises,Dépenses liées à la formation,0.135,0.563,0.07200000000000001,0.23,A,B,A,A
2023.75,SK,Entreprises,Budget de marketing,0.102,0.5760000000000001,0.107,0.215,A,B,A,A
2023.75,SK,Entreprises,Dépenses liées à la recherche et au développement,0.040999999999999995,0.364,0.07400000000000001,0.521,A,B,A,B
2023.75,SK,Organismes communautaires à but non lucratif,Nombre d'employés,0.134,0.823,0.043,0,B,B,A,A
2023.75,SK,Organismes communautaires à but non lucratif,Postes vacants,0.016,0.521,0.07400000000000001,0.389,A,C,A,C
2023.75,SK,Organismes communautaires à but non lucratif,Ventes,0.040999999999999995,0.316,0.042,0.601,A,C,A,C
2023.75,SK,Organismes communautaires à but non lucratif,Prix de vente,0.03,0.349,0.001,0.62,A,C,A,C
2023.75,SK,Organismes communautaires à but non lucratif,Demande,0.307,0.64,0.053,0,C,C,A,A
2023.75,SK,Organismes communautaires à but non lucratif,Importations,0.001,0.073,0.002,0.924,A,A,A,A
2023.75,SK,Organismes communautaires à but non lucratif,Exportations,0.002,0.045,0.001,0.9520000000000001,A,A,A,A
2023.75,SK,Organismes communautaires à but non lucratif,Résultat opérationnel,0.075,0.831,0.094,0,A,B,A,A
2023.75,SK,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.40299999999999997,0.55,0.046,0,C,C,A,A
2023.75,SK,Organismes communautaires à but non lucratif,Rentabilité,0.027000000000000003,0.34700000000000003,0.20800000000000002,0.41700000000000004,A,C,B,C
2023.75,SK,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.04,0.6659999999999999,0.222,0.07200000000000001,A,C,B,B
2023.75,SK,Organismes communautaires à but non lucratif,Dépenses en capital,0.17600000000000002,0.519,0.043,0.262,B,C,A,C
2023.75,SK,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.142,0.539,0.011000000000000001,0.308,B,C,A,C
2023.75,SK,Organismes communautaires à but non lucratif,Budget de marketing,0.09699999999999999,0.552,0.031,0.32,B,C,A,C
2023.75,SK,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.017,0.19399999999999998,0.01,0.779,A,B,A,B
2023.75,SK,Institutions commerciales à but non lucratif,Nombre d'employés,0.066,0.925,0.009000000000000001,0,B,B,A,A
2023.75,SK,Institutions commerciales à but non lucratif,Postes vacants,0.006,NA,0.038,NA,A,NA,A,NA
2023.75,SK,Institutions commerciales à but non lucratif,Ventes,0.022000000000000002,NA,0,NA,A,NA,A,NA
2023.75,SK,Institutions commerciales à but non lucratif,Prix de vente,0,NA,0,NA,A,NA,A,NA
2023.75,SK,Institutions commerciales à but non lucratif,Demande,0.098,0.889,0.013000000000000001,0,C,C,A,A
2023.75,SK,Institutions commerciales à but non lucratif,Importations,0.066,0.039,0,0.895,C,A,A,C
2023.75,SK,Institutions commerciales à but non lucratif,Exportations,0.066,0.114,0.016,0.8029999999999999,C,D,A,E
2023.75,SK,Institutions commerciales à but non lucratif,Résultat opérationnel,0.01,0.873,0.11699999999999999,0,A,D,D,A
2023.75,SK,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.11699999999999999,0.883,0,0,B,B,A,A
2023.75,SK,Institutions commerciales à but non lucratif,Rentabilité,0.011000000000000001,0.765,0.078,0.146,A,E,C,D
2023.75,SK,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.028999999999999998,0.8109999999999999,0.048,0.11199999999999999,A,E,A,D
2023.75,SK,Institutions commerciales à but non lucratif,Dépenses en capital,0.024,NA,0.008,NA,A,NA,A,NA
2023.75,SK,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.239,NA,0.01,0.11800000000000001,E,NA,A,D
2023.75,SK,Institutions commerciales à but non lucratif,Budget de marketing,0.04,0.8140000000000001,0.015,0.131,A,E,A,D
2023.75,SK,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.013999999999999999,0.297,0.02,0.67,A,E,A,E
2023.75,AB,Institutions gouvernementales,Nombre d'employés,0.125,NA,NA,0,E,NA,NA,A
2023.75,AB,Institutions gouvernementales,Postes vacants,0,NA,0.125,0.063,A,NA,E,C
2023.75,AB,Institutions gouvernementales,Ventes,0,NA,NA,0.075,A,NA,NA,C
2023.75,AB,Institutions gouvernementales,Prix de vente,0,0.925,0,0.075,A,C,A,C
2023.75,AB,Institutions gouvernementales,Demande,0.023,0.945,0.032,0,A,B,B,A
2023.75,AB,Institutions gouvernementales,Importations,NA,NA,0,NA,NA,NA,A,NA
2023.75,AB,Institutions gouvernementales,Exportations,0,NA,0,NA,A,NA,A,NA
2023.75,AB,Institutions gouvernementales,Résultat opérationnel,0,1,0,0,A,A,A,A
2023.75,AB,Institutions gouvernementales,Dépenses opérationnelles,NA,NA,0,0,NA,NA,A,A
2023.75,AB,Institutions gouvernementales,Rentabilité,0,NA,0.125,0.086,A,NA,E,C
2023.75,AB,Institutions gouvernementales,Réserves de trésorerie,0,NA,NA,0.03,A,NA,NA,B
2023.75,AB,Institutions gouvernementales,Dépenses en capital,NA,NA,0,0.037000000000000005,NA,NA,A,B
2023.75,AB,Institutions gouvernementales,Dépenses liées à la formation,NA,NA,0,0.075,NA,NA,A,C
2023.75,AB,Institutions gouvernementales,Budget de marketing,NA,NA,0,0.075,NA,NA,A,C
2023.75,AB,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0,NA,0,NA,A,NA,A,NA
2023.75,AB,Entreprises,Nombre d'employés,0.081,0.831,0.08800000000000001,0,A,A,A,A
2023.75,AB,Entreprises,Postes vacants,0.054000000000000006,0.574,0.065,0.306,A,A,A,A
2023.75,AB,Entreprises,Ventes,0.162,0.623,0.215,0,A,A,A,A
2023.75,AB,Entreprises,Prix de vente,0.217,0.7090000000000001,0.07400000000000001,0,A,A,A,A
2023.75,AB,Entreprises,Demande,0.171,0.612,0.21600000000000003,0,A,A,A,A
2023.75,AB,Entreprises,Importations,0.024,0.23,0.027999999999999997,0.718,A,A,A,A
2023.75,AB,Entreprises,Exportations,0.027000000000000003,0.17300000000000001,0.012,0.7879999999999999,A,A,A,A
2023.75,AB,Entreprises,Résultat opérationnel,0.154,0.578,0.268,0,A,B,A,A
2023.75,AB,Entreprises,Dépenses opérationnelles,0.46399999999999997,0.47700000000000004,0.059000000000000004,0,A,B,A,A
2023.75,AB,Entreprises,Rentabilité,0.07,0.508,0.42200000000000004,0,A,A,A,A
2023.75,AB,Entreprises,Réserves de trésorerie,0.057,0.516,0.369,0.057999999999999996,A,A,A,A
2023.75,AB,Entreprises,Dépenses en capital,0.198,0.62,0.091,0.091,A,A,A,A
2023.75,AB,Entreprises,Dépenses liées à la formation,0.14300000000000002,0.535,0.067,0.255,A,A,A,A
2023.75,AB,Entreprises,Budget de marketing,0.11900000000000001,0.5379999999999999,0.08900000000000001,0.254,A,A,A,A
2023.75,AB,Entreprises,Dépenses liées à la recherche et au développement,0.078,0.316,0.039,0.5670000000000001,A,A,A,A
2023.75,AB,Organismes communautaires à but non lucratif,Nombre d'employés,0.09,0.898,0.011000000000000001,0,B,B,A,A
2023.75,AB,Organismes communautaires à but non lucratif,Postes vacants,0.008,0.541,0.033,0.418,A,D,A,D
2023.75,AB,Organismes communautaires à but non lucratif,Ventes,0.033,0.469,0.10800000000000001,0.391,A,D,D,D
2023.75,AB,Organismes communautaires à but non lucratif,Prix de vente,0.042,0.441,0,0.517,A,D,A,D
2023.75,AB,Organismes communautaires à but non lucratif,Demande,0.14400000000000002,0.742,0.115,0,B,D,D,A
2023.75,AB,Organismes communautaires à but non lucratif,Importations,0,0.182,0.003,0.815,A,D,A,D
2023.75,AB,Organismes communautaires à but non lucratif,Exportations,0,0.07400000000000001,0.002,0.924,A,B,A,B
2023.75,AB,Organismes communautaires à but non lucratif,Résultat opérationnel,0.054000000000000006,0.7929999999999999,0.152,0,A,D,D,A
2023.75,AB,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.21600000000000003,0.78,0.004,0,B,B,A,A
2023.75,AB,Organismes communautaires à but non lucratif,Rentabilité,0.015,0.37,0.196,0.419,A,D,D,D
2023.75,AB,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.018000000000000002,0.634,0.142,0.205,A,D,B,D
2023.75,AB,Organismes communautaires à but non lucratif,Dépenses en capital,0.149,0.727,0.02,0.10400000000000001,C,D,A,B
2023.75,AB,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.07200000000000001,0.5479999999999999,0.005,0.374,A,D,A,D
2023.75,AB,Organismes communautaires à but non lucratif,Budget de marketing,0.067,0.5589999999999999,0.03,0.344,A,D,A,E
2023.75,AB,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.002,0.195,0.002,0.8,A,C,A,C
2023.75,AB,Institutions commerciales à but non lucratif,Nombre d'employés,0.376,0.5820000000000001,0.043,0,E,E,B,A
2023.75,AB,Institutions commerciales à but non lucratif,Postes vacants,0.10300000000000001,0.491,0.318,0.08800000000000001,C,E,E,B
2023.75,AB,Institutions commerciales à but non lucratif,Ventes,0.11199999999999999,0.43799999999999994,0.051,0.39799999999999996,C,E,B,E
2023.75,AB,Institutions commerciales à but non lucratif,Prix de vente,0.026000000000000002,0.561,0.008,0.40399999999999997,A,E,A,E
2023.75,AB,Institutions commerciales à but non lucratif,Demande,0.45399999999999996,0.517,0.028999999999999998,0,E,E,A,A
2023.75,AB,Institutions commerciales à but non lucratif,Importations,0.002,0.34299999999999997,0.008,0.6459999999999999,A,E,A,E
2023.75,AB,Institutions commerciales à but non lucratif,Exportations,0.002,0.10300000000000001,0.068,0.8270000000000001,A,C,B,C
2023.75,AB,Institutions commerciales à but non lucratif,Résultat opérationnel,0.179,0.654,0.16699999999999998,0,D,E,E,A
2023.75,AB,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.433,0.552,0.015,0,E,E,A,A
2023.75,AB,Institutions commerciales à but non lucratif,Rentabilité,0.032,0.65,0.10400000000000001,0.215,A,E,C,D
2023.75,AB,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.11,0.715,0.159,0.016,B,D,C,A
2023.75,AB,Institutions commerciales à but non lucratif,Dépenses en capital,0.163,0.546,0.049,0.242,D,E,A,E
2023.75,AB,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.436,0.504,0.011000000000000001,0.049,E,E,A,B
2023.75,AB,Institutions commerciales à but non lucratif,Budget de marketing,0.354,0.413,0.154,0.079,E,E,E,C
2023.75,AB,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.166,0.313,0.048,0.474,D,D,B,E
2023.75,BC,Institutions gouvernementales,Nombre d'employés,0.036000000000000004,0.9640000000000001,0,0,B,B,A,A
2023.75,BC,Institutions gouvernementales,Postes vacants,0.019,NA,0.048,NA,A,NA,B,NA
2023.75,BC,Institutions gouvernementales,Ventes,NA,0.05,0,NA,NA,B,A,NA
2023.75,BC,Institutions gouvernementales,Prix de vente,0.008,NA,0,NA,A,NA,A,NA
2023.75,BC,Institutions gouvernementales,Demande,NA,NA,0.006,0,NA,NA,A,A
2023.75,BC,Institutions gouvernementales,Importations,0.01,0.057,0,0.9329999999999999,A,B,A,B
2023.75,BC,Institutions gouvernementales,Exportations,0.006,0.006,0.012,0.977,A,A,A,A
2023.75,BC,Institutions gouvernementales,Résultat opérationnel,0.033,0.9620000000000001,0.006,0,B,B,A,A
2023.75,BC,Institutions gouvernementales,Dépenses opérationnelles,NA,NA,0,0,NA,NA,A,A
2023.75,BC,Institutions gouvernementales,Rentabilité,0,NA,0.037000000000000005,NA,A,NA,B,NA
2023.75,BC,Institutions gouvernementales,Réserves de trésorerie,0.012,NA,0,NA,A,NA,A,NA
2023.75,BC,Institutions gouvernementales,Dépenses en capital,NA,NA,0,NA,NA,NA,A,NA
2023.75,BC,Institutions gouvernementales,Dépenses liées à la formation,0.027000000000000003,NA,0,NA,A,NA,A,NA
2023.75,BC,Institutions gouvernementales,Budget de marketing,0.037000000000000005,NA,0.006,NA,B,NA,A,NA
2023.75,BC,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.037000000000000005,NA,0.006,NA,B,NA,A,NA
2023.75,BC,Entreprises,Nombre d'employés,0.079,0.8059999999999999,0.115,0,A,A,A,A
2023.75,BC,Entreprises,Postes vacants,0.077,0.617,0.054000000000000006,0.252,A,A,A,A
2023.75,BC,Entreprises,Ventes,0.149,0.624,0.22699999999999998,0,A,A,A,A
2023.75,BC,Entreprises,Prix de vente,0.298,0.626,0.076,0,A,A,A,A
2023.75,BC,Entreprises,Demande,0.16,0.608,0.23199999999999998,0,A,A,A,A
2023.75,BC,Entreprises,Importations,0.025,0.222,0.048,0.706,A,A,A,A
2023.75,BC,Entreprises,Exportations,0.026000000000000002,0.17600000000000002,0.038,0.76,A,A,A,A
2023.75,BC,Entreprises,Résultat opérationnel,0.18,0.53,0.289,0,A,B,A,A
2023.75,BC,Entreprises,Dépenses opérationnelles,0.516,0.424,0.06,0,A,A,A,A
2023.75,BC,Entreprises,Rentabilité,0.07200000000000001,0.506,0.42200000000000004,0,A,B,A,A
2023.75,BC,Entreprises,Réserves de trésorerie,0.073,0.502,0.332,0.09300000000000001,A,B,A,A
2023.75,BC,Entreprises,Dépenses en capital,0.172,0.569,0.105,0.153,A,A,A,A
2023.75,BC,Entreprises,Dépenses liées à la formation,0.136,0.514,0.062,0.28800000000000003,A,A,A,A
2023.75,BC,Entreprises,Budget de marketing,0.113,0.58,0.08,0.228,A,A,A,A
2023.75,BC,Entreprises,Dépenses liées à la recherche et au développement,0.049,0.313,0.069,0.568,A,A,A,A
2023.75,BC,Organismes communautaires à but non lucratif,Nombre d'employés,0.281,0.691,0.027999999999999997,0,C,C,A,A
2023.75,BC,Organismes communautaires à but non lucratif,Postes vacants,0.10400000000000001,0.522,0.114,0.26,B,D,C,C
2023.75,BC,Organismes communautaires à but non lucratif,Ventes,0.13699999999999998,0.373,0.040999999999999995,0.449,C,C,A,D
2023.75,BC,Organismes communautaires à but non lucratif,Prix de vente,0.07200000000000001,0.45299999999999996,0.006999999999999999,0.46799999999999997,B,D,A,D
2023.75,BC,Organismes communautaires à but non lucratif,Demande,0.305,0.616,0.08,0,C,C,B,A
2023.75,BC,Organismes communautaires à but non lucratif,Importations,0,0.099,0.004,0.897,A,B,A,B
2023.75,BC,Organismes communautaires à but non lucratif,Exportations,0,0.06,0.004,0.9359999999999999,A,B,A,B
2023.75,BC,Organismes communautaires à but non lucratif,Résultat opérationnel,0.198,0.644,0.158,0,C,D,C,A
2023.75,BC,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.408,0.541,0.051,0,C,D,B,A
2023.75,BC,Organismes communautaires à but non lucratif,Rentabilité,0.048,0.41700000000000004,0.131,0.405,B,D,B,C
2023.75,BC,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.022000000000000002,0.637,0.214,0.127,A,C,C,B
2023.75,BC,Organismes communautaires à but non lucratif,Dépenses en capital,0.113,0.696,0.064,0.128,B,C,B,B
2023.75,BC,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.12,0.5870000000000001,0.003,0.29,B,C,A,C
2023.75,BC,Organismes communautaires à but non lucratif,Budget de marketing,0.121,0.568,0.040999999999999995,0.27,B,D,B,C
2023.75,BC,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.052000000000000005,0.207,0.077,0.6629999999999999,B,C,B,C
2023.75,BC,Institutions commerciales à but non lucratif,Nombre d'employés,0.062,0.9209999999999999,0.017,0,B,B,A,A
2023.75,BC,Institutions commerciales à but non lucratif,Postes vacants,0.006,NA,0.02,NA,A,NA,A,NA
2023.75,BC,Institutions commerciales à but non lucratif,Ventes,0.01,0.28600000000000003,0.023,NA,A,E,A,NA
2023.75,BC,Institutions commerciales à but non lucratif,Prix de vente,0.042,0.275,0.013000000000000001,NA,B,E,A,NA
2023.75,BC,Institutions commerciales à but non lucratif,Demande,NA,NA,0.027999999999999997,0,NA,NA,A,A
2023.75,BC,Institutions commerciales à but non lucratif,Importations,0,0.053,0.005,0.9420000000000001,A,B,A,B
2023.75,BC,Institutions commerciales à but non lucratif,Exportations,0,0.033,0.015,0.9520000000000001,A,A,A,B
2023.75,BC,Institutions commerciales à but non lucratif,Résultat opérationnel,0.045,NA,NA,0,B,NA,NA,A
2023.75,BC,Institutions commerciales à but non lucratif,Dépenses opérationnelles,NA,NA,0.095,0,NA,NA,D,A
2023.75,BC,Institutions commerciales à but non lucratif,Rentabilité,0,0.303,NA,NA,A,E,NA,NA
2023.75,BC,Institutions commerciales à but non lucratif,Réserves de trésorerie,NA,0.26899999999999996,0.069,NA,NA,E,B,NA
2023.75,BC,Institutions commerciales à but non lucratif,Dépenses en capital,NA,NA,0.015,0.11699999999999999,NA,NA,A,D
2023.75,BC,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.265,NA,0.011000000000000001,0.031,E,NA,A,A
2023.75,BC,Institutions commerciales à but non lucratif,Budget de marketing,0.162,NA,0.021,NA,E,NA,A,NA
2023.75,BC,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.166,NA,0.001,NA,E,NA,A,NA
2023.75,YT,Institutions gouvernementales,Nombre d'employés,NA,NA,0,0,NA,NA,A,A
2023.75,YT,Institutions gouvernementales,Postes vacants,0,0.94,0.06,0,A,B,B,A
2023.75,YT,Institutions gouvernementales,Ventes,NA,0.061,0,NA,NA,B,A,NA
2023.75,YT,Institutions gouvernementales,Prix de vente,0,0.20199999999999999,0,0.7979999999999999,A,E,A,E
2023.75,YT,Institutions gouvernementales,Demande,NA,NA,0,0,NA,NA,A,A
2023.75,YT,Institutions gouvernementales,Importations,0,0,0,1,A,A,A,A
2023.75,YT,Institutions gouvernementales,Exportations,0,0,0,1,A,A,A,A
2023.75,YT,Institutions gouvernementales,Résultat opérationnel,NA,NA,0.061,0,NA,NA,B,A
2023.75,YT,Institutions gouvernementales,Dépenses opérationnelles,0.752,0.248,0,0,E,E,A,A
2023.75,YT,Institutions gouvernementales,Rentabilité,0.193,0.201,0.061,NA,E,E,B,NA
2023.75,YT,Institutions gouvernementales,Réserves de trésorerie,0.193,0.262,0,NA,E,E,A,NA
2023.75,YT,Institutions gouvernementales,Dépenses en capital,0,0.254,0,0.746,A,E,A,E
2023.75,YT,Institutions gouvernementales,Dépenses liées à la formation,0.06,NA,0,NA,B,NA,A,NA
2023.75,YT,Institutions gouvernementales,Budget de marketing,0.193,0.262,0,NA,E,E,A,NA
2023.75,YT,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.193,0,0,0.807,E,A,A,E
2023.75,YT,Entreprises,Nombre d'employés,0.095,0.757,0.14800000000000002,0,B,B,B,A
2023.75,YT,Entreprises,Postes vacants,0.040999999999999995,0.654,0.057,0.248,B,C,B,B
2023.75,YT,Entreprises,Ventes,0.128,0.667,0.205,0,B,C,B,A
2023.75,YT,Entreprises,Prix de vente,0.263,0.644,0.09300000000000001,0,C,C,B,A
2023.75,YT,Entreprises,Demande,0.096,0.6890000000000001,0.21600000000000003,0,B,C,B,A
2023.75,YT,Entreprises,Importations,0.011000000000000001,0.17800000000000002,0.048,0.762,A,B,B,B
2023.75,YT,Entreprises,Exportations,0.009000000000000001,0.121,0.016,0.8540000000000001,A,B,A,B
2023.75,YT,Entreprises,Résultat opérationnel,0.126,0.573,0.301,0,B,C,B,A
2023.75,YT,Entreprises,Dépenses opérationnelles,0.511,0.37799999999999995,0.11,0,C,C,B,A
2023.75,YT,Entreprises,Rentabilité,0.086,0.544,0.37,0,B,C,C,A
2023.75,YT,Entreprises,Réserves de trésorerie,0.031,0.5489999999999999,0.325,0.095,A,C,C,B
2023.75,YT,Entreprises,Dépenses en capital,0.188,0.58,0.114,0.11800000000000001,B,C,B,B
2023.75,YT,Entreprises,Dépenses liées à la formation,0.096,0.5770000000000001,0.066,0.26,B,C,B,C
2023.75,YT,Entreprises,Budget de marketing,0.08800000000000001,0.602,0.09300000000000001,0.217,B,C,B,B
2023.75,YT,Entreprises,Dépenses liées à la recherche et au développement,0.040999999999999995,0.27399999999999997,0.126,0.5589999999999999,A,C,B,C
2023.75,YT,Organismes communautaires à but non lucratif,Nombre d'employés,0.061,0.871,0.069,0,B,C,B,A
2023.75,YT,Organismes communautaires à but non lucratif,Postes vacants,0.034,0.867,0.033,0.066,B,C,A,B
2023.75,YT,Organismes communautaires à but non lucratif,Ventes,0.008,0.5479999999999999,0,0.445,A,E,A,E
2023.75,YT,Organismes communautaires à but non lucratif,Prix de vente,0.071,0.431,0,0.498,C,E,A,E
2023.75,YT,Organismes communautaires à but non lucratif,Demande,0.019,0.981,0,0,A,A,A,A
2023.75,YT,Organismes communautaires à but non lucratif,Importations,0,0.319,0,0.6809999999999999,A,E,A,E
2023.75,YT,Organismes communautaires à but non lucratif,Exportations,0,0.266,0,0.7340000000000001,A,E,A,E
2023.75,YT,Organismes communautaires à but non lucratif,Résultat opérationnel,0.11,0.838,0.051,0,C,C,B,A
2023.75,YT,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.22399999999999998,0.742,0.034,0,D,D,B,A
2023.75,YT,Organismes communautaires à but non lucratif,Rentabilité,0,0.40399999999999997,0.078,0.518,A,E,C,E
2023.75,YT,Organismes communautaires à but non lucratif,Réserves de trésorerie,0,0.727,0.067,0.205,A,E,B,D
2023.75,YT,Organismes communautaires à but non lucratif,Dépenses en capital,0,0.784,0.032,0.184,A,D,B,D
2023.75,YT,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.034,0.941,0,0.025,A,B,A,A
2023.75,YT,Organismes communautaires à but non lucratif,Budget de marketing,0.08,0.5670000000000001,0,NA,B,E,A,NA
2023.75,YT,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.034,0.345,0,0.621,B,E,A,E
2023.75,YT,Institutions commerciales à but non lucratif,Nombre d'employés,NA,NA,0.013999999999999999,0,NA,NA,A,A
2023.75,YT,Institutions commerciales à but non lucratif,Postes vacants,NA,0.129,0.033,NA,NA,E,A,NA
2023.75,YT,Institutions commerciales à but non lucratif,Ventes,NA,0.153,0.013999999999999999,NA,NA,E,A,NA
2023.75,YT,Institutions commerciales à but non lucratif,Prix de vente,0,NA,0,NA,A,NA,A,NA
2023.75,YT,Institutions commerciales à but non lucratif,Demande,0.013000000000000001,0.9740000000000001,0.013999999999999999,0,A,A,A,A
2023.75,YT,Institutions commerciales à but non lucratif,Importations,0,0.019,0,0.981,A,A,A,A
2023.75,YT,Institutions commerciales à but non lucratif,Exportations,0,NA,0.019,NA,A,NA,A,NA
2023.75,YT,Institutions commerciales à but non lucratif,Résultat opérationnel,NA,NA,0.013999999999999999,0,NA,NA,A,A
2023.75,YT,Institutions commerciales à but non lucratif,Dépenses opérationnelles,NA,NA,0.013999999999999999,0,NA,NA,A,A
2023.75,YT,Institutions commerciales à but non lucratif,Rentabilité,NA,0.153,0.013999999999999999,NA,NA,E,A,NA
2023.75,YT,Institutions commerciales à but non lucratif,Réserves de trésorerie,NA,0.18899999999999997,NA,0,NA,E,NA,A
2023.75,YT,Institutions commerciales à but non lucratif,Dépenses en capital,NA,0.22,0.013999999999999999,NA,NA,E,A,NA
2023.75,YT,Institutions commerciales à but non lucratif,Dépenses liées à la formation,NA,0.201,0.013999999999999999,NA,NA,E,A,NA
2023.75,YT,Institutions commerciales à but non lucratif,Budget de marketing,NA,NA,0,NA,NA,NA,A,NA
2023.75,YT,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,NA,0.14,0,NA,NA,E,A,NA
2023.75,NT,Institutions gouvernementales,Nombre d'employés,0.06,0.94,0,0,B,B,A,A
2023.75,NT,Institutions gouvernementales,Postes vacants,0,0.7390000000000001,0.06,0.2,A,E,B,E
2023.75,NT,Institutions gouvernementales,Ventes,NA,0.24100000000000002,0,NA,NA,E,A,NA
2023.75,NT,Institutions gouvernementales,Prix de vente,NA,NA,0,NA,NA,NA,A,NA
2023.75,NT,Institutions gouvernementales,Demande,NA,0.27899999999999997,NA,0,NA,E,NA,A
2023.75,NT,Institutions gouvernementales,Importations,0,0,NA,NA,A,A,NA,NA
2023.75,NT,Institutions gouvernementales,Exportations,0,0,0,1,A,A,A,A
2023.75,NT,Institutions gouvernementales,Résultat opérationnel,NA,NA,0.022000000000000002,0,NA,NA,A,A
2023.75,NT,Institutions gouvernementales,Dépenses opérationnelles,NA,NA,0,0,NA,NA,A,A
2023.75,NT,Institutions gouvernementales,Rentabilité,0,NA,0.023,NA,A,NA,A,NA
2023.75,NT,Institutions gouvernementales,Réserves de trésorerie,NA,NA,0.099,NA,NA,NA,D,NA
2023.75,NT,Institutions gouvernementales,Dépenses en capital,0,NA,0,NA,A,NA,A,NA
2023.75,NT,Institutions gouvernementales,Dépenses liées à la formation,0.023,NA,0,NA,A,NA,A,NA
2023.75,NT,Institutions gouvernementales,Budget de marketing,0,0.284,0,0.716,A,E,A,E
2023.75,NT,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.023,0.26,0,0.716,A,E,A,E
2023.75,NT,Entreprises,Nombre d'employés,0.154,0.7879999999999999,0.057999999999999996,0,B,B,A,A
2023.75,NT,Entreprises,Postes vacants,0.077,0.5479999999999999,0.124,0.252,B,C,B,B
2023.75,NT,Entreprises,Ventes,0.14400000000000002,0.738,0.11900000000000001,0,B,B,B,A
2023.75,NT,Entreprises,Prix de vente,0.127,0.835,0.039,0,B,B,A,A
2023.75,NT,Entreprises,Demande,0.155,0.7340000000000001,0.111,0,B,B,B,A
2023.75,NT,Entreprises,Importations,0.016,0.08900000000000001,0.013000000000000001,0.882,A,A,A,A
2023.75,NT,Entreprises,Exportations,0.003,0.095,0.003,0.899,A,A,A,A
2023.75,NT,Entreprises,Résultat opérationnel,0.16699999999999998,0.6559999999999999,0.177,0,B,C,B,A
2023.75,NT,Entreprises,Dépenses opérationnelles,0.33,0.588,0.08199999999999999,0,B,C,B,A
2023.75,NT,Entreprises,Rentabilité,0.129,0.643,0.228,0,B,C,B,A
2023.75,NT,Entreprises,Réserves de trésorerie,0.073,0.636,0.20199999999999999,0.08900000000000001,A,C,B,B
2023.75,NT,Entreprises,Dépenses en capital,0.127,0.5489999999999999,0.085,0.239,B,C,B,B
2023.75,NT,Entreprises,Dépenses liées à la formation,0.087,0.6,0.02,0.293,B,C,A,C
2023.75,NT,Entreprises,Budget de marketing,0.077,0.5920000000000001,0.044000000000000004,0.287,B,C,A,C
2023.75,NT,Entreprises,Dépenses liées à la recherche et au développement,0.047,0.257,0.013000000000000001,0.6829999999999999,B,B,A,B
2023.75,NT,Organismes communautaires à but non lucratif,Nombre d'employés,0.068,0.8909999999999999,0.040999999999999995,0,B,B,B,A
2023.75,NT,Organismes communautaires à but non lucratif,Postes vacants,0.042,0.588,0.2,0.171,B,E,E,C
2023.75,NT,Organismes communautaires à but non lucratif,Ventes,0.07,0.45,0.013999999999999999,0.467,B,E,A,D
2023.75,NT,Organismes communautaires à but non lucratif,Prix de vente,0,0.34299999999999997,0,0.657,A,D,A,D
2023.75,NT,Organismes communautaires à but non lucratif,Demande,0.361,0.612,0.026000000000000002,0,D,D,A,A
2023.75,NT,Organismes communautaires à but non lucratif,Importations,0.009000000000000001,0.11599999999999999,0,0.8759999999999999,A,C,A,C
