Group,Attribute,Year,QuestionNo,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Province,Region,Marker
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.326314,14.61927,0.232587,0.42004,127,Percentage of donations,Percentage of total donations,SK,46,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.672099,6.757284,0.58287,0.761328,322,Percentage of donations,Percentage of total donations,SK,46,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.574787,6.980521,0.495956,0.653618,301,Percentage of donations,Percentage of total donations,SK,46,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.287516,16.70881,0.193129,0.381902,132,Percentage of donations,Percentage of total donations,SK,46,*
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.342393,12.94819,0.25529,0.429497,118,Percentage of donations,Percentage of total donations,SK,46,
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.037132,35.90573,0.010937,0.063326,31,Percentage of donations,Percentage of total donations,SK,46,...
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.161401,24.53035,0.083613,0.239189,53,Percentage of donations,Percentage of total donations,SK,46,*
Genre,Hommes,2013,sex_1 / vd1dhrs,0.425213,9.43602,0.346382,0.504044,209,Percentage of donations,Percentage of total donations,SK,46,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.610433,7.26846,0.52326,0.697607,331,Percentage of donations,Percentage of total donations,SK,46,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.926231,2.78777,0.8755,0.976963,463,Percentage of donations,Percentage of total donations,SK,46,
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.049336,42.66892,0.007976,0.090695,16,Percentage of donations,Percentage of total donations,SK,46,...
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.024433,64.14459,-0.00636,0.055225,9,Percentage of donations,Percentage of total donations,SK,46,...
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.250835,16.9238,0.16743,0.334239,141,Percentage of donations,Percentage of total donations,SK,46,*
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.315847,14.42339,0.226342,0.405352,152,Percentage of donations,Percentage of total donations,SK,46,
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.151005,24.17254,0.079289,0.22272,74,Percentage of donations,Percentage of total donations,SK,46,*
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.257586,14.10482,0.186204,0.328969,167,Percentage of donations,Percentage of total donations,SK,46,
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.052559,32.44552,0.019055,0.086064,40,Percentage of donations,Percentage of total donations,SK,46,*
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.303325,14.88362,0.214626,0.392025,98,Percentage of donations,Percentage of total donations,SK,46,
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.012054,39.65114,0.002663,0.021444,12,Percentage of donations,Percentage of total donations,SK,46,...
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.293497,14.44267,0.210214,0.376779,134,Percentage of donations,Percentage of total donations,SK,46,
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.033682,35.14555,0.010424,0.05694,41,Percentage of donations,Percentage of total donations,SK,46,...
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.110072,48.08289,0.006087,0.214058,32,Percentage of donations,Percentage of total donations,AB,48,...
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.134946,25.53862,0.067235,0.202657,55,Percentage of donations,Percentage of total donations,AB,48,*
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.077875,24.06403,0.041056,0.114694,59,Percentage of donations,Percentage of total donations,AB,48,*
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.118458,21.95959,0.06735,0.169566,63,Percentage of donations,Percentage of total donations,AB,48,*
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.329698,16.44822,0.223152,0.436244,178,Percentage of donations,Percentage of total donations,AB,48,
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.301789,16.66752,0.202962,0.400616,114,Percentage of donations,Percentage of total donations,AB,48,*
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.068426,25.22004,0.034521,0.102332,53,Percentage of donations,Percentage of total donations,AB,48,*
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.164615,20.95009,0.096857,0.232373,98,Percentage of donations,Percentage of total donations,AB,48,*
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.084001,28.04727,0.037712,0.13029,61,Percentage of donations,Percentage of total donations,AB,48,*
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.045359,27.44354,0.020902,0.069816,67,Percentage of donations,Percentage of total donations,AB,48,*
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.14392,38.74632,0.034359,0.253481,66,Percentage of donations,Percentage of total donations,AB,48,...
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.068958,24.14663,0.036243,0.101672,55,Percentage of donations,Percentage of total donations,AB,48,*
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.107649,21.65332,0.061852,0.153446,59,Percentage of donations,Percentage of total donations,AB,48,*
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.111605,26.31986,0.053893,0.169318,45,Percentage of donations,Percentage of total donations,AB,48,*
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.13089,33.39444,0.045012,0.216768,79,Percentage of donations,Percentage of total donations,AB,48,...
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.16515,15.92515,0.113477,0.216823,126,Percentage of donations,Percentage of total donations,AB,48,
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.238217,18.52463,0.151516,0.324918,120,Percentage of donations,Percentage of total donations,AB,48,*
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.22627,24.80418,0.116001,0.336539,91,Percentage of donations,Percentage of total donations,AB,48,*
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.080067,24.7177,0.041184,0.11895,59,Percentage of donations,Percentage of total donations,AB,48,*
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.047802,33.05405,0.016758,0.078845,34,Percentage of donations,Percentage of total donations,AB,48,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.098936,26.75503,0.046929,0.150943,52,Percentage of donations,Percentage of total donations,AB,48,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.095169,25.95592,0.046636,0.143701,55,Percentage of donations,Percentage of total donations,AB,48,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.402578,14.67116,0.286535,0.51862,133,Percentage of donations,Percentage of total donations,AB,48,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.644663,7.743676,0.546583,0.742744,368,Percentage of donations,Percentage of total donations,AB,48,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.434598,11.00509,0.340629,0.528567,316,Percentage of donations,Percentage of total donations,AB,48,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.249848,15.58129,0.173362,0.326334,136,Percentage of donations,Percentage of total donations,AB,48,
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.231332,19.0132,0.144916,0.317748,129,Percentage of donations,Percentage of total donations,AB,48,*
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.012901,43.09172,0.001979,0.023824,19,Percentage of donations,Percentage of total donations,AB,48,...
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.085543,28.31568,0.037953,0.133133,46,Percentage of donations,Percentage of total donations,AB,48,*
Genre,Hommes,2013,sex_1 / vd1dhrs,0.565402,8.459091,0.471433,0.659371,238,Percentage of donations,Percentage of total donations,AB,48,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.75679,4.680449,0.687197,0.826383,354,Percentage of donations,Percentage of total donations,AB,48,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.833635,4.247593,0.764065,0.903205,428,Percentage of donations,Percentage of total donations,AB,48,
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.144366,24.3511,0.075296,0.213435,65,Percentage of donations,Percentage of total donations,AB,48,*
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.021999,41.62875,0.004006,0.039993,18,Percentage of donations,Percentage of total donations,AB,48,...
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.26491,17.51682,0.173739,0.356081,193,Percentage of donations,Percentage of total donations,AB,48,*
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.300179,15.42364,0.209215,0.391144,133,Percentage of donations,Percentage of total donations,AB,48,
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.138407,21.83357,0.079035,0.19778,78,Percentage of donations,Percentage of total donations,AB,48,*
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.359613,16.18893,0.245232,0.473995,164,Percentage of donations,Percentage of total donations,AB,48,
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.056108,30.75856,0.022201,0.090015,52,Percentage of donations,Percentage of total donations,AB,48,*
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.153806,18.73202,0.0972,0.210412,118,Percentage of donations,Percentage of total donations,AB,48,*
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.055158,46.37067,0.004906,0.105409,14,Percentage of donations,Percentage of total donations,AB,48,...
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.304996,14.76372,0.216527,0.393465,167,Percentage of donations,Percentage of total donations,AB,48,
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.033296,33.31939,0.011499,0.055092,30,Percentage of donations,Percentage of total donations,AB,48,...
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.024333,23.78891,0.01296,0.035706,43,Percentage of donations,Percentage of total donations,BC,59,*
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.108609,18.37692,0.069395,0.147822,95,Percentage of donations,Percentage of total donations,BC,59,*
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.046819,24.39176,0.024382,0.069256,62,Percentage of donations,Percentage of total donations,BC,59,*
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.071453,19.08854,0.044656,0.098251,88,Percentage of donations,Percentage of total donations,BC,59,*
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.211145,14.82218,0.149657,0.272634,189,Percentage of donations,Percentage of total donations,BC,59,
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.234982,9.593433,0.190692,0.279273,269,Percentage of donations,Percentage of total donations,BC,59,
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.132053,14.86318,0.093491,0.170616,150,Percentage of donations,Percentage of total donations,BC,59,
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.157537,11.97041,0.120487,0.194588,198,Percentage of donations,Percentage of total donations,BC,59,
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.167202,16.77335,0.112101,0.222304,158,Percentage of donations,Percentage of total donations,BC,59,*
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.06658,16.49008,0.045009,0.088151,109,Percentage of donations,Percentage of total donations,BC,59,
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.122603,13.76002,0.089458,0.155749,149,Percentage of donations,Percentage of total donations,BC,59,
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.040246,26.69267,0.019139,0.061352,83,Percentage of donations,Percentage of total donations,BC,59,*
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.131842,14.75971,0.093609,0.170074,139,Percentage of donations,Percentage of total donations,BC,59,
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.138657,18.55719,0.088103,0.189211,67,Percentage of donations,Percentage of total donations,BC,59,*
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.129305,16.29523,0.087907,0.170703,118,Percentage of donations,Percentage of total donations,BC,59,
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.146999,11.64606,0.113364,0.180635,184,Percentage of donations,Percentage of total donations,BC,59,
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.162288,13.87817,0.118038,0.206539,191,Percentage of donations,Percentage of total donations,BC,59,
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.194228,12.90366,0.144987,0.243469,226,Percentage of donations,Percentage of total donations,BC,59,
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.159124,12.18078,0.121042,0.197205,164,Percentage of donations,Percentage of total donations,BC,59,
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.069399,21.4046,0.040214,0.098584,88,Percentage of donations,Percentage of total donations,BC,59,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.101284,18.52918,0.064412,0.138157,81,Percentage of donations,Percentage of total donations,BC,59,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.053781,24.07105,0.028346,0.079216,61,Percentage of donations,Percentage of total donations,BC,59,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.282492,11.41813,0.219119,0.345865,197,Percentage of donations,Percentage of total donations,BC,59,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.55175,5.988512,0.486832,0.616668,568,Percentage of donations,Percentage of total donations,BC,59,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.504768,6.187504,0.443404,0.566131,605,Percentage of donations,Percentage of total donations,BC,59,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.245561,12.21973,0.186605,0.304516,243,Percentage of donations,Percentage of total donations,BC,59,
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.429503,7.354277,0.367444,0.491563,274,Percentage of donations,Percentage of total donations,BC,59,
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.055092,24.40208,0.028679,0.081505,70,Percentage of donations,Percentage of total donations,BC,59,*
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.073552,22.04605,0.041693,0.105411,68,Percentage of donations,Percentage of total donations,BC,59,*
Genre,Hommes,2013,sex_1 / vd1dhrs,0.495232,6.306648,0.433869,0.556596,433,Percentage of donations,Percentage of total donations,BC,59,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.63234,4.843163,0.57217,0.69251,627,Percentage of donations,Percentage of total donations,BC,59,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.726978,4.700565,0.659839,0.794117,721,Percentage of donations,Percentage of total donations,BC,59,
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.240385,14.12573,0.17367,0.307099,179,Percentage of donations,Percentage of total donations,BC,59,
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.032637,23.84294,0.017348,0.047926,41,Percentage of donations,Percentage of total donations,BC,59,*
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.422297,8.241239,0.353919,0.490674,501,Percentage of donations,Percentage of total donations,BC,59,
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.428435,7.785871,0.362897,0.493973,362,Percentage of donations,Percentage of total donations,BC,59,
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.140146,18.1562,0.090153,0.190138,116,Percentage of donations,Percentage of total donations,BC,59,*
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.265257,11.23806,0.206689,0.323826,305,Percentage of donations,Percentage of total donations,BC,59,
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.050578,18.30486,0.032388,0.068768,109,Percentage of donations,Percentage of total donations,BC,59,*
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.267943,11.25576,0.208689,0.327198,224,Percentage of donations,Percentage of total donations,BC,59,
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.019815,35.3581,0.00605,0.03358,31,Percentage of donations,Percentage of total donations,BC,59,...
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.41563,8.160872,0.348988,0.482272,342,Percentage of donations,Percentage of total donations,BC,59,
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.049139,22.19754,0.027708,0.070569,77,Percentage of donations,Percentage of total donations,BC,59,*
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.110072354,48.08289022,0.006087147,0.21405756,32,Percentage of donations,Percentage of total donations,,AB,...
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.130889578,33.39443764,0.045011574,0.216767583,79,Percentage of donations,Percentage of total donations,,AB,...
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.143920334,38.74631953,0.034359493,0.253481174,66,Percentage of donations,Percentage of total donations,,AB,...
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.055157595,46.37066626,0.004905821,0.10540937,14,Percentage of donations,Percentage of total donations,,AB,...
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.012901417,43.09172168,0.001978616,0.023824217,19,Percentage of donations,Percentage of total donations,,AB,...
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.021999491,41.62875332,0.004006276,0.039992707,18,Percentage of donations,Percentage of total donations,,AB,...
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.033295786,33.31939445,0.011499168,0.055092404,30,Percentage of donations,Percentage of total donations,,AB,...
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.042828042,37.89791349,0.010938648,0.074717436,78,Percentage of donations,Percentage of total donations,,AT,...
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.027717504,58.32231277,-0.004043308,0.059478316,32,Percentage of donations,Percentage of total donations,,AT,...
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.019815079,35.35809773,0.006049723,0.033580435,31,Percentage of donations,Percentage of total donations,,BC,...
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.01981589,36.70000505,0.005527528,0.034104253,28,Percentage of donations,Percentage of total donations,,PR,...
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.042574074,36.46241093,0.012074531,0.073073617,36,Percentage of donations,Percentage of total donations,,PR,...
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.013942856,37.36712629,0.003706528,0.024179183,32,Percentage of donations,Percentage of total donations,,QC,...
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.05706081,50.30121077,0.0006686,0.113453019,52,Percentage of donations,Percentage of total donations,,QC,...
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.118457768,21.95959371,0.067349567,0.169565968,63,Percentage of donations,Percentage of total donations,,AB,*
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.138407429,21.8335669,0.079034724,0.197780134,78,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.134945959,25.53861701,0.067234838,0.202657079,55,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.077875327,24.06402891,0.041056414,0.11469424,59,Percentage of donations,Percentage of total donations,,AB,*
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.111605284,26.31986438,0.053892617,0.169317951,45,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.301788992,16.66751512,0.202961677,0.400616306,114,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.068426443,25.22003533,0.034520768,0.102332118,53,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.164615069,20.95008512,0.096857452,0.232372685,98,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.084001301,28.04726576,0.037712143,0.130290459,61,Percentage of donations,Percentage of total donations,,AB,*
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.238216976,18.52462994,0.1515158,0.324918153,120,Percentage of donations,Percentage of total donations,,AB,*
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.226269744,24.80418484,0.116000553,0.336538934,91,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.045358762,27.44354341,0.020901709,0.069815815,67,Percentage of donations,Percentage of total donations,,AB,*
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.080066983,24.71769909,0.041183582,0.118950384,59,Percentage of donations,Percentage of total donations,,AB,*
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.047801764,33.05404768,0.016758219,0.078845309,34,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.068957775,24.1466343,0.036243102,0.101672449,55,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.107649101,21.65332448,0.061852027,0.153446176,59,Percentage of donations,Percentage of total donations,,AB,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.095168854,25.95591739,0.046636209,0.1437015,55,Percentage of donations,Percentage of total donations,,AB,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.09893612,26.75502632,0.046928977,0.150943263,52,Percentage of donations,Percentage of total donations,,AB,*
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.153806421,18.732023,0.097200496,0.210412346,118,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.231331722,19.01320345,0.144915907,0.317747536,129,Percentage of donations,Percentage of total donations,,AB,*
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.144365523,24.35110422,0.075296249,0.213434797,65,Percentage of donations,Percentage of total donations,,AB,*
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.264909702,17.5168158,0.173738901,0.356080503,193,Percentage of donations,Percentage of total donations,,AB,*
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.085543058,28.31568347,0.037953183,0.133132933,46,Percentage of donations,Percentage of total donations,,AB,*
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.056107713,30.75856041,0.022200561,0.090014865,52,Percentage of donations,Percentage of total donations,,AB,*
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.022600156,23.6608119,0.012094001,0.033106312,54,Percentage of donations,Percentage of total donations,,AT,*
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.022850362,24.95167803,0.011648362,0.034052363,70,Percentage of donations,Percentage of total donations,,AT,*
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.181065653,21.12001867,0.10593224,0.256199065,151,Percentage of donations,Percentage of total donations,,AT,*
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.233374649,17.14503561,0.154761569,0.311987729,351,Percentage of donations,Percentage of total donations,,AT,*
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.062838601,18.5635061,0.039919939,0.085757263,162,Percentage of donations,Percentage of total donations,,AT,*
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.042157903,21.17380238,0.024619881,0.059695924,116,Percentage of donations,Percentage of total donations,,AT,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.116464646,20.54027447,0.069464079,0.163465212,263,Percentage of donations,Percentage of total donations,,AT,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.111803658,16.70120981,0.075117124,0.148490192,231,Percentage of donations,Percentage of total donations,,AT,*
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.053482138,20.54293152,0.031896051,0.075068224,149,Percentage of donations,Percentage of total donations,,AT,*
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.03867419,30.11617829,0.015790617,0.061557762,76,Percentage of donations,Percentage of total donations,,AT,*
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.169527745,25.25462099,0.085410627,0.253644862,208,Percentage of donations,Percentage of total donations,,AT,*
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.069111069,17.10375589,0.045886811,0.092335327,194,Percentage of donations,Percentage of total donations,,AT,*
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.071453228,19.08854222,0.044655538,0.098250918,88,Percentage of donations,Percentage of total donations,,BC,*
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.140145619,18.15619737,0.090152854,0.190138385,116,Percentage of donations,Percentage of total donations,,BC,*
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.024333217,23.78891204,0.012960169,0.035706264,43,Percentage of donations,Percentage of total donations,,BC,*
